评论数,阅读数,时间,标题,内容
353,131989,2017-11-04,目前市场的主要矛盾及应对策略,"
                            
                            2017年以来，市场不再有熔断，也不再有闪崩，以上证50为标的的大蓝筹开始了美其名曰的慢牛之旅，直至今日基本演变成疯牛，与之对应的是中小创开始了连绵不绝的下跌之旅，跌的比大熊市还狠。但是这些都没有影响一件事，那就是新股大要进，我就想不明白了，一边说无价值，一边大要进，发她何用？至此在这个没有增量资金进场，只有存量资金运作的市场，大家就不难明白，做大蓝筹和砸中小创都是无奈，只因为没钱！ 那么问题来了，大蓝筹是价值投资，大蓝筹能无休止的上涨吗？显然不能，中小创能无休止下跌吗，这个我觉得能（大多数无休止下跌），目前看不到希望。市场该怎么运行，最好的走势就是箱体震荡市（这已经不容易了）母队的高抛低吸的短线行为还没有传导，因此目前市场风险并不小，一边是高高在上的大蓝筹，一边是阴雨连绵的中小创，高的太高，低的还在半山腰，怎么操作？估计散户都是一头雾水，甚至机构也是迷迷糊糊！鉴于目前不利局面，散户应该控制仓位，信心坚定地做价值投资，远离问题股，垃圾股，价值高估股，寻找价值洼地，做波段运作。因为无论市场怎么变换，机构必须持有一定数量的市值，我们也只有优中选优喝点汤。做行业龙头明星股，其他的都应该远离。 
                        "
2,1185,2017-12-05,金融强则国家强,"
                            
                            金融强则国家强 
                        "
2,1285,2017-12-05,科技强则国家强,"
                            
                            科技强则国家强 
                        "
4,1654,2017-12-05,指数强则国家强,"
                            
                            指数强则国家强 
                        "
2,863,2017-12-05,理念强则国家强,"
                            
                            理念强则国家强 
                        "
2,979,2017-12-05,多头的机会来了,"
                            
                            多头的机会来了 
                        "
3,815,2017-12-05,竞猜明天开盘是高开还是低开？,"
                            
                            竞猜明天开盘是高开还是低开？ 
                        "
7,2653,2017-12-05,[满仓]竞猜明天开盘是高开还是低开？,"
竞猜明天开盘是高开还是低开？ 
                        "
2,1544,2017-12-05,上证50指数大涨近2%,"
                            
                            上证50指数大涨近2% 
                        "
2,1128,2017-12-05,[满仓],"

"
3,1655,2017-12-05,[满仓满仓],"

"
3,1108,2017-12-05,[满仓满仓满仓],"

"
3,1259,2017-12-05,[满仓满仓满仓满仓],"

"
3,1582,2017-12-05,[满仓满仓满仓满仓满仓],"

"
98,15797,2017-12-26,股吧的狗托与神棍区别在哪？,"
                            
                            股吧的狗托与神棍区别在哪？ 
                        "
5,1878,2017-12-09,看涨仍是主旋律！,"
                            
                            看涨仍是主旋律！ 
                        "
2,1450,2017-12-09,为追寻自由挨家巡视奋斗在股市路,"
                            
                            为追寻自由挨家巡视奋斗在股市路 
                        "
4,3009,2017-12-09,你是在炒股的第几年赚钱的,"
                            
                            你是在炒股的第几年赚钱的 
                        "
2,835,2017-12-09,瞧瞧你干的傻事,"
                            
                            瞧瞧你干的傻事 
                        "
2,1002,2017-12-09,股吧全新改版,"
                            
                            股吧全新改版 
                        "
404,56344,2017-07-18,买点，是买点,"

"
6,4892,2017-12-09,上联 明涨 后涨 天天涨 涨天天 求下联横批,"
                            
                            上联 明涨 后涨 天天涨 涨天天 求下联横批 
                        "
7,4094,2017-11-18,海欣食品有反弹需求。,"
海欣食品有反弹需求。 
                        "
5,1478,2017-12-18,牛股申万宏源妖股 牛股申万宏源妖股 牛股申万宏,"
                            
                            牛股申万宏源妖股 牛股申万宏源妖股 牛股申万宏源妖股 
                        "
5,2122,2017-12-18,牛股申万宏源妖股 牛股申万宏源妖股,"
                            
                            牛股申万宏源妖股 牛股申万宏源妖股 
                        "
3,1818,2017-12-11,新时代新牛市：2018年是慢牛初期,"
                            
                            新时代新牛市：2018年是慢牛初期 
                        "
4,3033,2017-12-11,新华社评论员：用好大数据 布局新时代,"
                            
                            新华社评论员：用好大数据 布局新时代 
                        "
4,1463,2017-12-19,展望2018：央行被动加息概率提高,"
                            
                            展望2018：央行被动加息概率提高 
                        "
5,6837,2017-12-19,新华社：中央经济工作会议18日召开,"
                            
                            新华社：中央经济工作会议18日召开 
                        "
8,3502,2017-12-18,牛股申万宏源妖股,"
                            
                            牛股申万宏源妖股 
                        "
5,1634,2017-12-19,纳指突破7000点关口,"
                            
                            纳指突破7000点关口 
                        "
5,2861,2017-12-19,美股全线高开并齐创新高,"
                            
                            美股全线高开并齐创新高 
                        "
6,2339,2017-12-19,沪指收盘涨近1%逼近3300点,"
                            
                            沪指收盘涨近1%逼近3300点 
                        "
5,3287,2017-12-19,道指创历史新高24871.97点,"
                            
                            道指创历史新高24871.97点 
                        "
4,2018,2017-12-19,纳指史上首次突破7000点整数位心理关口,"
                            
                            纳指史上首次突破7000点整数位心理关口 
                        "
126,27498,2017-12-17,专号我是小白：专门骗取散户小费，股票不准还拉,"
                            
                            专号我是小白：专门骗取散户小费，股票不准还拉黑客户
"
11,2246,2017-12-19,大家有没有发觉，吧贴只要有所谓的美女就有那个,"
                            
                            大家有没有发觉，吧贴只要有所谓的美女就有那个什么共霞飞桃花
"
94,20105,2017-12-25,骗子还是很多！,"
                            
                            骗子还是很多！ 
                        "
59,29183,2017-12-17,你小白会屁图啦更会屁钱呢，屁小白[大笑][大笑],"
                            
                            你小白会屁图啦更会屁钱呢，屁小白
"
3,1432,2017-09-03,17.09.03:  在当前经济向好的形势下 庄家、机构,"
                            
                            超低市盈率银行的估值 
                        "
7,2349,2017-12-19,新三板，主板，中小板，创业板，板板,"
                            
                            新三板，主板，中小板，创业板，板板 
                        "
6,1811,2017-12-19,估值修复演变成价值发现,"
                            
                            估值修复演变成价值发现 
                        "
8,5270,2017-12-19,市场普涨再现，后市行情可期待？,"
                            
                            市场普涨再现，后市行情可期待？ 
                        "
13,3847,2017-12-19,任泽平：所有空头必须在明年下半年翻多,"
                            
                            任泽平：所有空头必须在明年下半年翻多 
                        "
