标题,链接,房屋总价,房屋户型,房本面积,房屋朝向,所在楼层,装修情况,产权年限,建筑年代,房屋类型,交易权属,参考首付
赞成杭家：上亿广场旁边周边设施齐全，纯东边套，南 ,http://hz.58.com/ershoufang/33523441675324x.shtml,195                                万（单价17889                                元/㎡）,4室2厅2卫,109㎡,南北,高层/共22层,豪华装修,70年,2016年,普通住宅,商品房,58.5                                万（月供5597元/月）
"绿洲花园武林商圈,轻轨站,配套成熟,精装修，小区 ",http://hz.58.com/ershoufang/33523353353922x.shtml,300                                万（单价33333                                元/㎡）,2室2厅1卫,90㎡,南北,中层/共20层,豪华装修,70年,2006年,普通住宅,商品房,90                                万（月供8611元/月）
东边套 全新装修未住过 南北通透 户型正气 ,http://hz.58.com/ershoufang/33523325320272x.shtml,330                                万（单价30000                                元/㎡）,2室2厅1卫,110㎡,南,低层/共17层,豪华装修,70年,2003年,普通住宅,商品房,99                                万（月供9470元/月）
海宁中式东和园 保底月租金3600 通燃气 精装 ,http://hz.58.com/ershoufang/33521196851274x.shtml,60                                万（单价12000                                元/㎡）,1室1厅1卫,50㎡,南北,中层/共20层,豪华装修,40年,2017年,公寓,商品房,18                                万（月供1723元/月）
中山花园 地段好 户型正气 ,http://hz.58.com/ershoufang/33485796230846x.shtml,300                                万（单价25862                                元/㎡）,3室2厅1卫,116㎡,南北,高层/共11层,豪华装修,70年,2000年,普通住宅,商品房,90                                万（月供8611元/月）
麓云苑新出好房，送精装修，南北通透，房东置换 ,http://hz.58.com/ershoufang/33523130737205x.shtml,320                                万（单价35674                                元/㎡）,2室2厅2卫,89.7㎡,南北,中层/共15层,豪华装修,70年,2015年,普通住宅,商品房,96                                万（月供9185元/月）
精装三房，采光好，南北通透，价格可谈 ,http://hz.58.com/ershoufang/33487031996986x.shtml,210                                万（单价28000                                元/㎡）,3室1厅1卫,75㎡,南,低层/共6层,豪华装修,70年,2006年,普通住宅,商品房,63                                万（月供6026元/月）
新城时代广场 两室一厅一卫 小区位置好，楼下4号 ,http://hz.58.com/ershoufang/33523004115132x.shtml,88                                万（单价18333                                元/㎡）,2室1厅1卫,48㎡,东南,高层/共16层,豪华装修,70年,2008年,普通住宅,商品房,26.4                                万（月供2524元/月）
（豪装武林府）大气三房，豪华装修，管家式一对一服 ,http://hz.58.com/ershoufang/33519628855884x.shtml,780                                万（单价44571                                元/㎡）,3室2厅2卫,175㎡,南,高层/共21层,豪华装修,70年,2013年,普通住宅,商品房,234                                万（月供22387元/月）
精装三房，采光好，南北通透，价格可谈 ,http://hz.58.com/ershoufang/33487032977221x.shtml,200                                万（单价26666                                元/㎡）,3室1厅1卫,75㎡,南,低层/共6层,豪华装修,70年,2006年,普通住宅,商品房,60                                万（月供5741元/月）
中山花园 地段好 户型正气 ,http://hz.58.com/ershoufang/33485796065998x.shtml,300                                万（单价25862                                元/㎡）,3室2厅1卫,116㎡,南北,高层/共11层,豪华装修,70年,2000年,普通住宅,商品房,90                                万（月供8611元/月）
多蓝水岸碧海苑豪华装修三室两厅两卫房东诚心卖中间 ,http://hz.58.com/ershoufang/33520669008187x.shtml,380                                万（单价27142                                元/㎡）,3室2厅2卫,140㎡,南北,中层/共27层,豪华装修,70年,2000年,普通住宅,商品房,114                                万（月供10907元/月）
新城时代广场 两室一厅一卫 小区位置好，楼下4号 ,http://hz.58.com/ershoufang/33522997910976x.shtml,88                                万（单价18333                                元/㎡）,2室1厅1卫,48㎡,东南,高层/共16层,豪华装修,70年,2008年,普通住宅,商品房,26.4                                万（月供2524元/月）
业主急用钱急卖，采光好，南北通透价格可谈，精装修 ,http://hz.58.com/ershoufang/33522991379002x.shtml,460                                万（单价28930                                元/㎡）,3室2厅2卫,159㎡,南北,中层/共15层,豪华装修,70年,1998年,普通住宅,商品房,138                                万（月供13203元/月）
卖鱼桥长板里 两房朝南精装修 全明户型一梯两户  ,http://hz.58.com/ershoufang/33490128295100x.shtml,265                                万（单价33125                                元/㎡）,2室2厅1卫,80㎡,南北,中层/共7层,豪华装修,70年,1997年,普通住宅,商品房,79.5                                万（月供7604元/月）
"08年电梯房,南北通透,厨卫全明,全明西边套,采 ",http://hz.58.com/ershoufang/33487033314501x.shtml,228                                万（单价25617                                元/㎡）,3室2厅1卫,89㎡,南,高层/共28层,豪华装修,70年,2008年,普通住宅,商品房,68.4                                万（月供6542元/月）
首付15万起，可上学，70年产权住宅地理位置优越 ,http://hz.58.com/ershoufang/33511648059317x.shtml,60                                万（单价9836                                元/㎡）,2室1厅1卫,61㎡,南北,中层/共15层,豪华装修,70年,2015年,普通住宅,商品房,18                                万（月供1723元/月）
龙湖春江彼岸 两房朝南 厅朝南 带阳台 户型方正 ,http://hz.58.com/ershoufang/33497746114362x.shtml,430                                万（单价47777                                元/㎡）,3室2厅2卫,90㎡,南北,中层/共33层,豪华装修,70年,2015年,普通住宅,商品房,129                                万（月供12340元/月）
樱花小筑 景观房 豪华装修 送车库 露台 花园  ,http://hz.58.com/ershoufang/33522952791886x.shtml,900                                万（单价40909                                元/㎡）,6室2厅4卫,220㎡,南北,共4层,豪华装修,70年,2000年,别墅,商品房,270                                万（月供25831元/月）
武林北+申花心+未来杭州徐家汇核心区+精装交付+ ,http://hz.58.com/ershoufang/33522930891983x.shtml,630                                万（单价37278                                元/㎡）,4室2厅2卫,169㎡,南,中层/共19层,豪华装修,70年,2017年,普通住宅,商品房,189                                万（月供18080元/月）
西湖文化广场附近，朝晖一区，好房急售！！！ ,http://hz.58.com/ershoufang/33517495943118x.shtml,230                                万（单价25842                                元/㎡）,2室1厅1卫,89㎡,南北,中层/共7层,豪华装修,70年,1985年,普通住宅,商品房,69                                万（月供6600元/月）
华府一梯一户豪华装修 三室二厅 不临街小区景观位 ,http://hz.58.com/ershoufang/33522877956397x.shtml,670                                万（单价48201                                元/㎡）,3室2厅2卫,139㎡,南,高层/共11层,豪华装修,70年,2014年,普通住宅,商品房,201                                万（月供19228元/月）
