['鲁JZZ777宝马牌BMW7301EL小型轿车', '//sf.taobao.com/sf_item/565014166140.htm', 1519869600000]
['浙DUS855东南小型轿车一辆', '//sf.taobao.com/sf_item/565889134837.htm', 1522288800000]
['吉林未名种业有限公司名下小型轿车', '//sf.taobao.com/sf_item/565921763377.htm', 1522288800000]
['鲁KL2235号别克牌轿车', '//sf.taobao.com/sf_item/565974839280.htm', 1522288800000]
['豫BF1010长安牌汽车', '//sf.taobao.com/sf_item/566330122559.htm', 1522288800000]
['豫C96979汽车起重机', '//sf.taobao.com/sf_item/566413795572.htm', 1522288800000]
['闽G16158粤海牌中型专项作业车', '//sf.taobao.com/sf_item/564055978291.htm', 1517104800000]
['车牌号为川AP177W宝来牌FV7162F小型轿车', '//sf.taobao.com/sf_item/565838118002.htm', 1522220400000]
['车牌号为云AH219Q的进口奥迪Q7越野车一辆', '//sf.taobao.com/sf_item/565656544840.htm', 1522202400000]
['车牌号为蒙KDU899号奥迪牌小型轿车', '//sf.taobao.com/sf_item/565681184665.htm', 1522202400000]
['苏FGA115号小型轿车', '//sf.taobao.com/sf_item/565778757006.htm', 1522202400000]
['粤XC0407号广州本田雅阁牌小轿车', '//sf.taobao.com/sf_item/565887698978.htm', 1522202400000]
['车牌号为辽AG9026的三一牌混凝土泵车', '//sf.taobao.com/sf_item/565575982751.htm', 1522202400000]
['车牌号为浙C7Z055悍马牌小型越野客车', '//sf.taobao.com/sf_item/565935931667.htm', 1522202400000]
['鲁M3M631吉利牌车辆', '//sf.taobao.com/sf_item/565626022406.htm', 1522202400000]
['车牌号为浙HP9702旧机动车一辆', '//sf.taobao.com/sf_item/565831826934.htm', 1522202400000]
['渝FY2376的福特锐界2FMDK4KC小型越野客车', '//sf.taobao.com/sf_item/565917715046.htm', 1522202400000]
['晋BL1865号马自达牌CA7201AT轿车', '//sf.taobao.com/sf_item/566272754567.htm', 1522202400000]
['车牌号为豫CQA222的奥迪牌小型轿车一辆', '//sf.taobao.com/sf_item/565664692024.htm', 1522202400000]
['（破）苏EY5Z28别克牌SGM6531ATA小型普通客车一辆', '//sf.taobao.com/sf_item/565933963837.htm', 1522202400000]
['雪佛兰SGM7130SMAC拍卖', '//sf.taobao.com/sf_item/565765041082.htm', 1522202400000]
['粤XGV363号天津一汽丰田牌小轿车', '//sf.taobao.com/sf_item/565855710909.htm', 1522202400000]
['鄂L03563号宝马牌小轿车', '//sf.taobao.com/sf_item/565468556622.htm', 1522202400000]
['车牌号为浙AWS538号的桑塔纳小型轿车一辆', '//sf.taobao.com/sf_item/565828182202.htm', 1522202400000]
['丰田豫GEX991', '//sf.taobao.com/sf_item/565775089227.htm', 1522202400000]
['车牌号为浙AF29A9号的宝来小型轿车一辆', '//sf.taobao.com/sf_item/565828470402.htm', 1522202400000]
['车牌号为浙JD732Y旧机动车一辆', '//sf.taobao.com/sf_item/565916599985.htm', 1522202400000]
['一汽牌CA7184AB4小轿车一辆', '//sf.taobao.com/sf_item/565778365386.htm', 1522202400000]
['迈腾牌FV7187TDQG小汽车一辆', '//sf.taobao.com/sf_item/565853398372.htm', 1522202400000]
['雪佛兰SGM7150SMAB拍卖', '//sf.taobao.com/sf_item/565840346168.htm', 1522202400000]
['粤XVW680号上海大众汽车牌小轿车', '//sf.taobao.com/sf_item/565777537184.htm', 1522202400000]
['粤XYN813吉利美日牌小型轿车', '//sf.taobao.com/sf_item/565665452276.htm', 1522202400000]
['琼AFV298号奥迪牌小汽车', '//sf.taobao.com/sf_item/565663912891.htm', 1522202400000]
['粤XTU058号东风本田思威牌CRV小型轿车', '//sf.taobao.com/sf_item/565855030023.htm', 1522202400000]
['粤X89D61号（法国）戴姆勒股份有限公司精灵WMEEJ80X小轿车', '//sf.taobao.com/sf_item/565939639223.htm', 1522202400000]
['车牌号为辽A6522A的三一牌混凝土搅拌车', '//sf.taobao.com/sf_item/565382716693.htm', 1522202400000]
['讴歌TL牌19UUA865小型轿车一辆', '//sf.taobao.com/sf_item/565846438872.htm', 1522202400000]
['赵千瑶所有车牌号为黑AV361T号揽胜极光牌汽车一辆', '//sf.taobao.com/sf_item/565850726678.htm', 1522202400000]
['粤X3X536号上海通用别克牌小型轿车', '//sf.taobao.com/sf_item/565665408804.htm', 1522202400000]
['型号为LZ6441XQ15M的东风牌轿车', '//sf.taobao.com/sf_item/565776409175.htm', 1522202400000]
['粤XV5181号比亚迪牌小型轿车', '//sf.taobao.com/sf_item/565852402471.htm', 1522202400000]
['梅赛德斯奔驰', '//sf.taobao.com/sf_item/566155729868.htm', 1522202400000]
['路虎揽胜柴油越野车', '//sf.taobao.com/sf_item/564934376438.htm', 1522202400000]
['雪佛兰小型汽车', '//sf.taobao.com/sf_item/565022428902.htm', 1522202400000]
['车牌号为辽A6531A的三一牌混凝土搅拌车', '//sf.taobao.com/sf_item/565384476012.htm', 1522202400000]
['车牌号为辽A6533A的三一牌混凝土搅拌车', '//sf.taobao.com/sf_item/565573662527.htm', 1522202400000]
['东风日产牌小型汽车（车牌号为：蒙KJ0813）', '//sf.taobao.com/sf_item/565639012160.htm', 1522202400000]
['车牌号为辽A6532A的三一牌混凝土搅拌车', '//sf.taobao.com/sf_item/565656723888.htm', 1522202400000]
['北京现代牌汽车两辆', '//sf.taobao.com/sf_item/565756301456.htm', 1522202400000]
['车牌为浙C921Z1飞碟牌小型普通客车一辆', '//sf.taobao.com/sf_item/565831782468.htm', 1522202400000]
['浙FJ5889雅阁牌小型轿车', '//sf.taobao.com/sf_item/565932819557.htm', 1522202400000]
['别克车牌为:云AT9R57', '//sf.taobao.com/sf_item/565835790014.htm', 1522166400000]
['奥迪A6L', '//sf.taobao.com/sf_item/566155017827.htm', 1522112400000]
['黑LEA150号丰田车', '//sf.taobao.com/sf_item/565138197227.htm', 1522112400000]
['奇瑞牌SQR7081S100小型轿车', '//sf.taobao.com/sf_item/565433856990.htm', 1521165600000]
['闽FA2957号汽车', '//sf.taobao.com/sf_item/564985740324.htm', 1520301600000]
['车牌号为浙ACC725车辆', '//sf.taobao.com/sf_item/565518214548.htm', 1522116000000]
['车牌号浙AH6M99小车', '//sf.taobao.com/sf_item/565520910623.htm', 1522116000000]
['车牌号为浙A0WG66车辆', '//sf.taobao.com/sf_item/565599479781.htm', 1522116000000]
['车牌号浙AWR025小车', '//sf.taobao.com/sf_item/565443933293.htm', 1522116000000]
['车牌号为豫A-8YF86的大众牌汽车', '//sf.taobao.com/sf_item/565537985394.htm', 1522116000000]
['车牌号为豫FBT621汽车一辆', '//sf.taobao.com/sf_item/565499336818.htm', 1522116000000]
['车牌号皖FY111Y梅赛德斯奔驰小型轿车一辆', '//sf.taobao.com/sf_item/565633843869.htm', 1522116000000]
['号牌号码苏LYJ775大众牌小型汽车', '//sf.taobao.com/sf_item/565573418073.htm', 1522116000000]
['浙F0698H荣威牌小型轿车一辆', '//sf.taobao.com/sf_item/566230430530.htm', 1522116000000]
['鲁HML676东风日产牌小型轿车', '//sf.taobao.com/sf_item/565328000517.htm', 1522116000000]
['浙JWS710奥德赛牌HG6480B小型普通客车一辆', '//sf.taobao.com/sf_item/565910599199.htm', 1522116000000]
['车牌号浙A8X829小型车辆', '//sf.taobao.com/sf_item/565597111166.htm', 1522116000000]
['津K X5550大众Passat旅行版小型车一辆', '//sf.taobao.com/sf_item/565265603491.htm', 1522116000000]
['丰田AF011W', '//sf.taobao.com/sf_item/565314772101.htm', 1522116000000]
['川RRY849小型普通客车', '//sf.taobao.com/sf_item/565907710901.htm', 1522116000000]
['浙J5331B北京现代牌BH7164AX小型轿车一辆', '//sf.taobao.com/sf_item/565825838795.htm', 1522116000000]
['牌照号为津HFM430雷克萨斯牌小客车一辆', '//sf.taobao.com/sf_item/565302835452.htm', 1522116000000]
['苏BB8118解放牌LFN5VUMX3E1F10569重型厢式货车一辆', '//sf.taobao.com/sf_item/565607013309.htm', 1522116000000]
['号牌号码苏LY8139东风雪铁龙牌小型轿车', '//sf.taobao.com/sf_item/565656675899.htm', 1522116000000]
['金大丰牌自走式玉米收割机一辆', '//sf.taobao.com/sf_item/565068727261.htm', 1519264800000]
['车牌号为川CRG093的小型轿车', '//sf.taobao.com/sf_item/565494968754.htm', 1522116000000]
['车牌号浙AU2H07小型车辆', '//sf.taobao.com/sf_item/565439553969.htm', 1522116000000]
['津N LE909奥迪A8小型车一辆', '//sf.taobao.com/sf_item/565264767175.htm', 1522116000000]
['鲁H8L459奇瑞牌小型轿车', '//sf.taobao.com/sf_item/566138793691.htm', 1522116000000]
['闽EKF133号小型车辆一辆', '//sf.taobao.com/sf_item/566328783226.htm', 1522116000000]
['闽HA9505别克牌小型轿车', '//sf.taobao.com/sf_item/564147913110.htm', 1517450400000]
['川BC4587号东风雪铁龙牌DC7162LYEM小型出租轿车', '//sf.taobao.com/sf_item/565364056313.htm', 1522029600000]
['中联牌混凝土泵车1台，型号：ZLJ5419THB-52X', '//sf.taobao.com/sf_item/565381488026.htm', 1522029600000]
['浙GN5833宝马牌小型汽车', '//sf.taobao.com/sf_item/565685642428.htm', 1522029600000]
['车牌号为浙G0Z903号的小型汽车一辆', '//sf.taobao.com/sf_item/565364088943.htm', 1522029600000]
['停放于东莞市石排镇田寮停车场内的粤S7P5X7号标致牌小型轿车一辆', '//sf.taobao.com/sf_item/565689239177.htm', 1522029600000]
['鲁CJ7022奥迪牌A6L小型轿车一辆', '//sf.taobao.com/sf_item/565545603592.htm', 1522029600000]
['赣F5E829斯柯达SVW71415DL小型轿车一辆', '//sf.taobao.com/sf_item/565420520094.htm', 1522029600000]
['浙K78G28号车辆', '//sf.taobao.com/sf_item/565711507282.htm', 1522029600000]
['中联牌混凝土泵车1台，型号：ZLJ5335THB47X-5RZ', '//sf.taobao.com/sf_item/565381656160.htm', 1522029600000]
['保时捷凯宴汽车1辆（残值）', '//sf.taobao.com/sf_item/565636290242.htm', 1522029600000]
['车牌为浙AY058X别克牌小型轿车一辆', '//sf.taobao.com/sf_item/565704147733.htm', 1522029600000]
['浙K05708号丰田汽车一辆', '//sf.taobao.com/sf_item/565762299846.htm', 1522029600000]
['浙EEE444凯宴牌小型车一辆', '//sf.taobao.com/sf_item/565647603088.htm', 1522029600000]
['浙GYU507号梅赛德斯奔驰牌汽车', '//sf.taobao.com/sf_item/565588575786.htm', 1522029600000]
['苏M7X258斯柯达牌小型轿车', '//sf.taobao.com/sf_item/565543155395.htm', 1522029600000]
['车牌号为浙B1AN08的奥迪牌小型汽车一辆', '//sf.taobao.com/sf_item/565362020862.htm', 1522029600000]
['浙G15808梅赛德斯奔驰牌小型汽车', '//sf.taobao.com/sf_item/565538939381.htm', 1522029600000]
['车牌为浙A9H368东风牌小型轿车一辆', '//sf.taobao.com/sf_item/565523453883.htm', 1522029600000]
['（破）瑞安市新世纪服装鞋帽有限公司名下 一辆别克君威小型轿车', '//sf.taobao.com/sf_item/565421399591.htm', 1522029600000]
['车牌号为浙A581XP小型面包车一辆', '//sf.taobao.com/sf_item/565599498517.htm', 1522029600000]
['浙C75762梅赛德斯-奔驰牌小型汽车一辆', '//sf.taobao.com/sf_item/565475248534.htm', 1522029600000]
['车牌号为浙A766NW一汽佳星牌小型轿车一辆', '//sf.taobao.com/sf_item/565523069808.htm', 1522029600000]
['车牌为鲁HSG668、鲁HWC03挂重型半挂货车一辆', '//sf.taobao.com/sf_item/565665013115.htm', 1522029600000]
['雪佛兰牌小汽车', '//sf.taobao.com/sf_item/565655199485.htm', 1522029600000]
['蒙DQL928飞度汽车', '//sf.taobao.com/sf_item/565278968929.htm', 1522029600000]
['浙D72B71', '//sf.taobao.com/sf_item/565473504517.htm', 1522029600000]
['川WED600福田皮卡车', '//sf.taobao.com/sf_item/565385656962.htm', 1522029600000]
['(一拍重拍）车牌号为浙J8377E东风标致牌小型汽车一辆', '//sf.taobao.com/sf_item/565643139381.htm', 1522029600000]
['浙AD5A73雪佛兰牌小型轿车', '//sf.taobao.com/sf_item/565628222732.htm', 1522029600000]
['浙J8676Y号荣威牌小型汽车', '//sf.taobao.com/sf_item/565592465369.htm', 1522029600000]
['纳智捷牌苏B798DB小型汽车一辆', '//sf.taobao.com/sf_item/565430236439.htm', 1522029600000]
['浙JA0S15揽胜极光客车一辆', '//sf.taobao.com/sf_item/565587601088.htm', 1522029600000]
['车牌号为浙B2FS80梅赛德斯-奔驰牌小型轿车一辆', '//sf.taobao.com/sf_item/565489993188.htm', 1522029600000]
['鲁QU0243北京现代轿车', '//sf.taobao.com/sf_item/565454998408.htm', 1522029600000]
['浙AU987C长城牌小型轿车', '//sf.taobao.com/sf_item/565686039369.htm', 1522029600000]
['浙GLZ899汽车', '//sf.taobao.com/sf_item/566139547231.htm', 1522029600000]
['浙J9FU57三菱牌汽车一辆', '//sf.taobao.com/sf_item/565586525131.htm', 1522029600000]
['车牌号为浙AC289R奥迪牌小型普通客车一辆', '//sf.taobao.com/sf_item/565431492618.htm', 1522029600000]
['被执行人彭东明名下丰田小汽车一辆', '//sf.taobao.com/sf_item/565668222558.htm', 1522029600000]
['甘M32555号大众途观客车', '//sf.taobao.com/sf_item/565490033936.htm', 1522029600000]
['车牌号为浙BG2A23的大众牌轿车一辆', '//sf.taobao.com/sf_item/565640687926.htm', 1522029600000]
['浙G538ZK吉利美日牌汽车', '//sf.taobao.com/sf_item/565264864662.htm', 1522029600000]
['车牌为浙A2577H丰田牌小型轿车一辆', '//sf.taobao.com/sf_item/565599790290.htm', 1522029600000]
['苏M12J20荣威牌小型普通客车', '//sf.taobao.com/sf_item/565385056561.htm', 1522029600000]
['车牌号为苏EK59C8的小型汽车', '//sf.taobao.com/sf_item/565375695607.htm', 1522029600000]
['车牌号为苏GXH722号汽车一辆', '//sf.taobao.com/sf_item/565621374498.htm', 1522029600000]
['被执行人李舒娴名下粤B602BW本田思域小汽车一辆', '//sf.taobao.com/sf_item/565593317714.htm', 1522029600000]
['梅赛德斯-奔驰轿车，车牌号为冀FB9C66', '//sf.taobao.com/sf_item/565687491143.htm', 1522029600000]
['车牌号为苏L65Z83奔驰牌小型轿车一辆', '//sf.taobao.com/sf_item/565682506620.htm', 1522029600000]
['车牌为浙A387MZ江淮牌小型普通客车壹辆', '//sf.taobao.com/sf_item/565708867862.htm', 1522029600000]
['雪佛兰牌科迈罗轿车', '//sf.taobao.com/sf_item/565941537286.htm', 1522029600000]
['浙GLH758别克汽车', '//sf.taobao.com/sf_item/565976689010.htm', 1522029600000]
['鲁J98935宝马牌小型轿车一辆', '//sf.taobao.com/sf_item/566138151096.htm', 1522029600000]
['浙D7271 B', '//sf.taobao.com/sf_item/565663046951.htm', 1522029600000]
['浙CV9L87奥迪牌小型汽车一辆', '//sf.taobao.com/sf_item/565590173244.htm', 1522029600000]
['豫A-B7C37号传祺牌汽车', '//sf.taobao.com/sf_item/565761235394.htm', 1522029600000]
['浙G155JY', '//sf.taobao.com/sf_item/565416928544.htm', 1522029600000]
['闽FL8255号东风日产天籁轿车', '//sf.taobao.com/sf_item/565432508549.htm', 1522029600000]
['粤VLV658号的小汽车一辆', '//sf.taobao.com/sf_item/565633867405.htm', 1522029600000]
['车牌为苏E5065Y奔驰汽车一辆', '//sf.taobao.com/sf_item/565150772863.htm', 1522029600000]
['浙DUA967明锐牌小型轿车一辆', '//sf.taobao.com/sf_item/565592613153.htm', 1522029600000]
['浙JY936A号梅赛德斯奔驰牌小型汽车', '//sf.taobao.com/sf_item/565663430762.htm', 1522029600000]
['浙BP10S7本田奥德赛小型轿车一辆', '//sf.taobao.com/sf_item/565549850769.htm', 1522029600000]
['津FAP833思威牌汽车', '//sf.taobao.com/sf_item/565526589826.htm', 1522029600000]
['车牌号为浙BL7776的东风牌重型厢式货车一辆', '//sf.taobao.com/sf_item/565571698153.htm', 1522029600000]
['浙E6139B小型汽车一辆', '//sf.taobao.com/sf_item/565328496616.htm', 1522029600000]
['猪肝色五菱面包车', '//sf.taobao.com/sf_item/565608134179.htm', 1522029600000]
['苏EH6U78宝马汽车一辆', '//sf.taobao.com/sf_item/565602091952.htm', 1522029600000]
['车牌号为浙F269AZ长城牌CC6461RM01型小型普通客车一辆', '//sf.taobao.com/sf_item/565703351063.htm', 1522029600000]
['粤YZ8866号宝马牌小型汽车', '//sf.taobao.com/sf_item/565764015176.htm', 1522029600000]
['长安牌小型面包车', '//sf.taobao.com/sf_item/565167742392.htm', 1522029600000]
['马祥名下的车号为宁AMU325号的福德牌轻型普通货车', '//sf.taobao.com/sf_item/565388745278.htm', 1522029600000]
['浙CV8G37奥迪牌小型汽车一辆', '//sf.taobao.com/sf_item/565475028402.htm', 1522029600000]
['浙J8L235号丰田牌小型汽车', '//sf.taobao.com/sf_item/565476832726.htm', 1522029600000]
['浙DLF812东南牌小型普通客车一辆', '//sf.taobao.com/sf_item/565486592266.htm', 1522029600000]
['浙EQ392福特轿车', '//sf.taobao.com/sf_item/565487157908.htm', 1522029600000]
['粤Y92H05号江铃牌小型汽车', '//sf.taobao.com/sf_item/565491948364.htm', 1522029600000]
['车牌号码为粤SRA999的车辆', '//sf.taobao.com/sf_item/565499536613.htm', 1522029600000]
['车牌号为苏GSK175号汽车一辆', '//sf.taobao.com/sf_item/565546309298.htm', 1522029600000]
['鲁Q5K255众泰牌小型普通客车', '//sf.taobao.com/sf_item/565554034270.htm', 1522029600000]
['浙GHJ599', '//sf.taobao.com/sf_item/565587677402.htm', 1522029600000]
['车牌号为浙B306D8的东南牌小型汽车一辆', '//sf.taobao.com/sf_item/565601729853.htm', 1522029600000]
['粤EHC382号保时捷牌小型越野客车', '//sf.taobao.com/sf_item/565604085102.htm', 1522029600000]
['苏JBS028号本田思域小型轿车', '//sf.taobao.com/sf_item/565658490692.htm', 1522029600000]
['车牌号为浙E2660S起亚牌小型汽车一辆', '//sf.taobao.com/sf_item/565678638679.htm', 1522029600000]
['川A8R796轻型箱式货车', '//sf.taobao.com/sf_item/565685726686.htm', 1522029600000]
['苏MU897M雪佛兰汽车一辆', '//sf.taobao.com/sf_item/565708959730.htm', 1522029600000]
['甘HA1100号福田车', '//sf.taobao.com/sf_item/565776364093.htm', 1522029600000]
['马自达3,2010款两厢2.0自动豪华型（红色）', '//sf.taobao.com/sf_item/565488733735.htm', 1522026000000]
['（破）鲁Q-VT209箱式运输车', '//sf.taobao.com/sf_item/566145301427.htm', 1522026000000]
['?车牌号为冀FSA242锋范牌小型普通轿车', '//sf.taobao.com/sf_item/565364476777.htm', 1522026000000]
['（破）鲁Q-VN209箱式运输车', '//sf.taobao.com/sf_item/566145233171.htm', 1522026000000]
['（破）鲁Q-VF209箱式运输车', '//sf.taobao.com/sf_item/566308459730.htm', 1522026000000]
['赣Ｂ31Ｇ26&ldquo;黑豹牌&rdquo;YTQ1026W110FV轻型普通货车', '//sf.taobao.com/sf_item/564296254827.htm', 1516932000000]
['川A627RP宝马X6汽车', '//sf.taobao.com/sf_item/565655115421.htm', 1521943200000]
['川AV6V27玛莎拉蒂汽车', '//sf.taobao.com/sf_item/565584786180.htm', 1521943200000]
['川A8ND77奔驰汽车', '//sf.taobao.com/sf_item/565396332847.htm', 1521943200000]
['豫J56868丰田牌汉兰达越野车', '//sf.taobao.com/sf_item/565474453460.htm', 1521943200000]
['宝马牌5UXZV4C5小型越野客车', '//sf.taobao.com/sf_item/565659722546.htm', 1521943200000]
['川A627DG奔驰', '//sf.taobao.com/sf_item/565494033574.htm', 1521943200000]
['牌号为粤BQ9K40的雅阁牌小型轿车', '//sf.taobao.com/sf_item/565449005573.htm', 1521943200000]
['川A09G17捷豹汽车', '//sf.taobao.com/sf_item/565509633647.htm', 1521943200000]
