标题,链接,开始时间,预计结束时间,第几次拍卖,成交价,成交时间,延时次数,起拍价,保证金,评估价,加价幅度,竞价周期,延时周期,类型,优先购买权人,处置单位,报名人数,设置提醒人数,围观次数,竞买次数,市场价
湘EB5881号长春一汽华凯牌,https://sf.taobao.com/sf_item/566286054663.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,8120,2018/4/9 10:00,0,"￥3,500",￥700,"￥5,000",￥70,1天,5分钟,拍卖,无,佛山市顺德区人民法院,11,50,3261,67,
宝马轿车,https://sf.taobao.com/sf_item/566371109079.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,107360,2018/4/9 10:00,0,"￥107,360","￥5,370","￥107,360","￥2,000",1天,5分钟,拍卖,无,徐水县人民法院,4,122,10556,1,
鲁Q779S3长城皮卡货车,https://sf.taobao.com/sf_item/566433767898.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,6500,2018/4/9 10:00,0,"￥6,500",￥500,"￥6,500",￥50,1天,5分钟,拍卖,无,费县人民法院,2,21,2791,1,
苏GJW722号牌车辆,https://sf.taobao.com/sf_item/566448510258.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,12582,2018/4/9 10:00,0,"￥12,582","￥2,000","￥12,582",￥200,1天,5分钟,拍卖,无,东海县人民法院,3,39,1972,1,
（破）（二拍）苏E968CR江淮汽车一辆,https://sf.taobao.com/sf_item/566648066898.htm,2018/4/8 10:00,2018/4/9 10:00,第二次拍卖,14528,2018/4/9 10:00,0,"￥14,528","￥1,000","￥22,700",￥200,1天,5分钟,拍卖,无,苏州绿洲环保无纺布有限公司管理人,2,68,5118,1,
（破）（二拍）苏E896CK江淮汽车一辆,https://sf.taobao.com/sf_item/566737055978.htm,2018/4/8 10:00,2018/4/9 10:00,第二次拍卖,16320,2018/4/9 10:00,0,"￥16,320","￥1,000","￥25,500",￥200,1天,5分钟,拍卖,无,苏州绿洲环保无纺布有限公司管理人,1,25,3155,1,
刘忠华名下吉利牌小型轿车,https://sf.taobao.com/sf_item/566793193986.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,9152,2018/4/9 10:00,0,"￥9,152","￥1,000","￥14,300",￥500,1天,5分钟,拍卖,无,长春净月高新技术产业开发区人民法院,1,21,2296,1,
粤X68H23凯迪拉克牌小型轿车,https://sf.taobao.com/sf_item/566379895526.htm,2018/4/8 9:00,2018/4/9 9:00,第一次拍卖,217000,2018/4/9 9:21,21,"￥120,000","￥24,000","￥169,900","￥1,000",1天,5分钟,拍卖,无,佛山市顺德区人民法院,11,939,32903,42,
宝马X5,https://sf.taobao.com/sf_item/566380146661.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,531000,2018/4/8 11:00,22,"￥450,000","￥80,000","￥553,324","￥3,000",1天,5分钟,拍卖,无,库尔勒市人民法院,10,374,12495,28,
车牌为浙A2WE07小型越野客车一辆,https://sf.taobao.com/sf_item/566249401121.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,488612.2,2018/4/8 10:45,52,"￥272,612.2","￥30,000","￥389,446","￥1,000",1天,5分钟,拍卖,无,杭州市拱墅区人民法院,31,588,19791,123,
闽A8X991小型汽车一部,https://sf.taobao.com/sf_item/565364047372.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,22215.2,2018/4/8 10:33,23,"￥15,615.2","￥2,000","￥19,519",￥200,1天,5分钟,拍卖,无,福清市人民法院,9,271,26397,27,
车牌为浙JM026H宝马牌小型轿车一辆,https://sf.taobao.com/sf_item/566132420110.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,232680,2018/4/8 10:28,29,"￥169,680","￥20,000","￥212,100","￥1,000",1天,5分钟,拍卖,无,杭州市拱墅区人民法院,14,507,20848,36,
皖H90603斯柯达明锐小型汽车,https://sf.taobao.com/sf_item/566159781409.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,41200,2018/4/8 10:27,17,"￥20,000","￥4,000","￥27,355",￥400,1天,5分钟,拍卖,无,安徽省安庆市中级人民法院,11,84,5569,29,
周训仙名下所有的车牌号为贵B89919宝马牌523LI小型轿车一辆,https://sf.taobao.com/sf_item/565444681236.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,226200,2018/4/8 10:25,17,"￥209,200","￥20,000","￥209,200","￥1,000",1天,5分钟,拍卖,无,六盘水市钟山区人民法院,2,72,8646,18,
东莞市石排镇田寮停车场内粤SE2A88雪铁龙牌汽车,https://sf.taobao.com/sf_item/566191876820.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,9840,2018/4/8 10:23,12,"￥6,640",￥664,"￥8,300",￥200,1天,5分钟,拍卖,无,东莞市第一人民法院,10,123,7928,17,
东风日产牌天籁川EG3933号轿车（发动机号：373479T）,https://sf.taobao.com/sf_item/566166141637.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,89000,2018/4/8 10:23,24,"￥76,000","￥10,000","￥76,000",￥200,1天,5分钟,拍卖,无,叙永县人民法院,8,161,11864,37,
北京现代牌津GNW669小型轿车,https://sf.taobao.com/sf_item/566483131189.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,31126,2018/4/8 10:20,13,"￥7,126","￥1,425","￥10,180","￥1,000",1天,5分钟,拍卖,无,天津市东丽区人民法院,14,85,4614,24,
车牌号为鲁A006Y6奔驰车辆,https://sf.taobao.com/sf_item/566204400858.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,332000,2018/4/8 10:18,20,"￥252,000","￥20,000","￥280,000","￥2,000",1天,5分钟,拍卖,无,济南市历下区人民法院,10,97,6707,38,
车牌号为鲁AW0776大众途锐车辆,https://sf.taobao.com/sf_item/566206412818.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,339000,2018/4/8 10:13,16,"￥243,000","￥20,000","￥270,000","￥2,000",1天,5分钟,拍卖,无,济南市历下区人民法院,11,143,6477,45,
大众途安小型普通客车一辆,https://sf.taobao.com/sf_item/566473263666.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,79050,2018/4/8 10:11,7,"￥60,550","￥10,000","￥86,500",￥500,1天,5分钟,拍卖,无,江门市新会区人民法院,7,321,11454,23,
川BH8086宝来牌小型轿车,https://sf.taobao.com/sf_item/566274674373.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,30400,2018/4/8 10:10,14,"￥23,600","￥3,000","￥23,600",￥400,1天,5分钟,拍卖,无,绵阳市涪城区人民法院,5,119,10387,18,
车牌号为鲁AG350T雷克萨斯车辆,https://sf.taobao.com/sf_item/566400746485.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,146300,2018/4/8 10:09,21,"￥114,300","￥12,000","￥127,000","￥1,000",1天,5分钟,拍卖,无,济南市历下区人民法院,8,177,9315,33,
（破）苏EY7K85江铃全顺牌小型普通客车一辆,https://sf.taobao.com/sf_item/566803990502.htm,2018/4/7 10:00,2018/4/8 10:00,第二次拍卖,61915.2,2018/4/8 10:09,26,"￥52,915.2","￥10,000","￥82,680",￥300,1天,5分钟,拍卖,无,江苏红叶视听器材股份有限公司管理人,9,133,6174,31,
车牌号码为鲁JC4899奥迪A6轿车,https://sf.taobao.com/sf_item/565376304802.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,31800,2018/4/8 10:08,8,"￥15,000","￥3,000","￥19,000",￥300,1天,5分钟,拍卖,无,泰安市泰山区人民法院,10,235,17537,49,
闽D3327S号车辆,https://sf.taobao.com/sf_item/566486731967.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,268900,2018/4/8 10:07,3,"￥243,900","￥40,000","￥271,000","￥5,000",1天,5分钟,拍卖,无,厦门市湖里区人民法院,4,209,14569,6,
车牌号为鲁AQJ899宝马车辆,https://sf.taobao.com/sf_item/566204176255.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,184510,2018/4/8 10:04,2,"￥165,510","￥20,000","￥183,900","￥1,000",1天,5分钟,拍卖,无,济南市历下区人民法院,5,167,9456,20,
开瑞牌津G66838小型面包车,https://sf.taobao.com/sf_item/566394366865.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,22715,2018/4/8 10:04,2,"￥1,715",￥343,"￥2,450","￥1,000",1天,5分钟,拍卖,无,天津市东丽区人民法院,12,92,4156,8,
车牌号为闽B9935E的比亚迪牌小型汽车一辆（不含车牌）,https://sf.taobao.com/sf_item/565994769934.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,31000,2018/4/8 10:04,2,"￥23,000","￥4,000","￥28,500",￥400,1天,5分钟,拍卖,无,莆田市秀屿区人民法院,2,116,8474,13,
车牌号为浙C5FX10的小型越野客车一辆,https://sf.taobao.com/sf_item/566132356421.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,85676,2018/4/8 10:00,0,"￥41,676","￥5,000","￥52,095","￥1,000",1天,5分钟,拍卖,无,杭州市拱墅区人民法院,17,474,25713,18,
起亚牌闽J32059号小型普通客车,https://sf.taobao.com/sf_item/566430030464.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,53000,2018/4/8 10:00,0,"￥45,000","￥5,000","￥52,200","￥1,000",1天,5分钟,拍卖,无,周宁县人民法院,4,117,6967,9,
闽HB3355号本田锋范小型轿车,https://sf.taobao.com/sf_item/566419783872.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,37300,2018/4/7 12:14,78,"￥7,000","￥1,000","￥7,000",￥100,1天,5分钟,拍卖,无,浦城县人民法院,40,346,11182,175,
粤CNP129江铃牌小型普通客车,https://sf.taobao.com/sf_item/566300206644.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,74000,2018/4/7 10:43,27,"￥44,000","￥4,000","￥55,000",￥500,1天,5分钟,拍卖,无,广东省珠海市中级人民法院,15,193,6643,50,
车牌号为豫KSN376的长安牌小型轿车,https://sf.taobao.com/sf_item/566158000215.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,86800,2018/4/7 10:36,29,"￥46,400","￥4,000","￥58,000",￥400,1天,5分钟,拍卖,无,许昌市魏都区人民法院,30,271,8669,65,
车牌号为粤LYQ457号帕纳美拉小型轿车壹辆,https://sf.taobao.com/sf_item/566048512497.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,752080,2018/4/7 10:24,17,"￥612,080","￥61,000","￥765,100","￥2,000",1天,5分钟,拍卖,无,惠州市惠城区人民法院,6,281,25264,20,
闽F06656号汽车,https://sf.taobao.com/sf_item/566343322059.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,38800,2018/4/7 10:20,23,"￥21,560","￥4,312","￥30,800",￥431,1天,5分钟,拍卖,无,龙岩市新罗区人民法院,5,146,7094,37,
粤B24T19马自达牌轿车,https://sf.taobao.com/sf_item/566388307973.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,49500,2018/4/7 10:19,9,"￥36,000","￥4,000","￥45,000",￥500,1天,5分钟,拍卖,无,广东省珠海市中级人民法院,7,159,10465,24,
鲁V8677A铃木牌汽车一辆,https://sf.taobao.com/sf_item/566326122602.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,23205,2018/4/7 10:18,14,"￥14,805","￥1,500","￥16,450",￥200,1天,5分钟,拍卖,无,诸城市人民法院,12,167,7025,29,
南通市长城灯饰电器有限公司所有的车牌号为苏F89U82汽车一辆,https://sf.taobao.com/sf_item/566324039202.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,57960,2018/4/7 10:18,13,"￥41,160","￥5,000","￥58,800",￥600,1天,5分钟,拍卖,无,如皋市人民法院,8,156,9349,26,
粤B6S1E5蒙迪欧汽车,https://sf.taobao.com/sf_item/566270553891.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,63260,2018/4/7 10:16,23,"￥12,860","￥1,200","￥12,860",￥200,1天,5分钟,拍卖,无,深圳市福田区人民法院,19,157,11852,72,
浙GBF636众泰牌小型汽车,https://sf.taobao.com/sf_item/566270865366.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,55000,2018/4/7 10:14,7,"￥45,000","￥8,000","￥58,000",￥500,1天,5分钟,拍卖,无,兰溪市人民法院,6,132,7261,14,
渝A8C238号丰田牌小型普通客车,https://sf.taobao.com/sf_item/566432179514.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,126910,2018/4/7 10:13,50,"￥42,910","￥4,000","￥61,300",￥500,1天,5分钟,拍卖,无,重庆市长寿区人民法院,25,872,24005,116,
闽FU9555号汽车,https://sf.taobao.com/sf_item/566268401076.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,328170,2018/4/7 10:08,6,"￥310,170","￥60,000","￥443,100","￥3,000",1天,5分钟,拍卖,无,龙岩市新罗区人民法院,3,153,12302,7,
豫A-2553N号丰田牌小型汽车,https://sf.taobao.com/sf_item/566637033360.htm,2018/4/6 10:00,2018/4/7 10:00,第二次拍卖,126000,2018/4/7 10:08,15,"￥104,000","￥12,000","￥130,000","￥1,000",1天,5分钟,拍卖,无,巩义市人民法院,7,117,7683,23,
鲁KFS299轿车,https://sf.taobao.com/sf_item/566262893423.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,86450,2018/4/7 10:08,16,"￥52,450","￥5,000","￥52,450",￥500,1天,5分钟,拍卖,无,荣成市人民法院,23,302,13938,42,
豫AM320Z号宝马牌汽车一辆,https://sf.taobao.com/sf_item/566147680674.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,74000,2018/4/7 10:07,4,"￥70,000","￥10,000","￥70,000","￥1,000",1天,5分钟,拍卖,无,新密市人民法院,6,86,13825,5,
浙G133VH号野马牌小型汽车,https://sf.taobao.com/sf_item/566435723683.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,53500,2018/4/7 10:07,14,"￥40,000","￥8,000","￥45,500",￥500,1天,5分钟,拍卖,无,兰溪市人民法院,11,95,5481,28,
车牌号为冀D6R638福田牌汽车一辆,https://sf.taobao.com/sf_item/566294898339.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,7800,2018/4/7 10:06,11,"￥6,000","￥1,200","￥6,000",￥120,1天,5分钟,拍卖,无,大名县人民法院,3,53,3265,16,
苏HU051W号小型普通客车,https://sf.taobao.com/sf_item/566343846811.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,143100,2018/4/7 10:04,3,"￥135,000","￥13,000",,￥900,1天,5分钟,拍卖,无,淮安市淮阴区人民法院,4,157,10099,10,"￥135,000"
陕AHC888号揽胜运动牌汽车,https://sf.taobao.com/sf_item/566737115983.htm,2018/4/6 10:00,2018/4/7 10:00,第二次拍卖,416392.5,2018/4/7 10:04,6,"￥383,392.5","￥40,000","￥451,050","￥3,000",1天,5分钟,拍卖,无,潢川县人民法院,5,103,6332,12,
闽A3553L福特牌小型汽车,https://sf.taobao.com/sf_item/566119118617.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,33400,2018/4/7 10:04,14,"￥18,900","￥2,000","￥27,000",￥500,1天,5分钟,拍卖,无,闽侯县人民法院,6,114,8965,30,
车牌号赣CG7607奥迪牌灰色小汽车，型号FV 7203BBCWG,https://sf.taobao.com/sf_item/566320343566.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,185160,2018/4/7 10:03,14,"￥129,360","￥12,936","￥184,800",￥600,1天,5分钟,拍卖,无,宜丰县人民法院,19,491,17616,74,
皖ETY632大众牌桑塔纳小型轿车,https://sf.taobao.com/sf_item/565425177051.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,5000,2018/4/7 10:00,0,"￥5,000",￥500,"￥5,000",￥100,1天,5分钟,拍卖,无,芜湖市镜湖区人民法院,1,14,4715,1,
京K10116雷克萨斯轿车,https://sf.taobao.com/sf_item/565426789960.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,80092,2018/4/7 10:00,0,"￥80,092","￥10,000","￥80,092","￥1,000",1天,5分钟,拍卖,无,保定市竞秀区人民法院,1,194,20944,1,
鲁A008LE北京现代牌车辆,https://sf.taobao.com/sf_item/566092092389.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,32000,2018/4/7 10:00,0,"￥22,000","￥2,000","￥22,000",￥200,1天,5分钟,拍卖,无,商河县人民法院,10,70,6211,49,
豫p8399c东风日产牌一辆,https://sf.taobao.com/sf_item/566332979516.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,69000,2018/4/7 10:00,0,"￥68,500","￥7,000","￥68,500",￥500,1天,5分钟,拍卖,无,淮阳县人民法院,2,99,5779,2,
鲁K37850重型牵引车头,https://sf.taobao.com/sf_item/566340026756.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,157740,2018/4/7 10:00,0,"￥157,740","￥10,000","￥157,740","￥1,500",1天,5分钟,拍卖,无,荣成市人民法院,1,35,2966,1,
车牌号为苏A0FC76北京现代牌小型轿车一辆,https://sf.taobao.com/sf_item/566814898958.htm,2018/4/6 10:00,2018/4/7 10:00,第二次拍卖,10900,2018/4/7 10:00,0,"￥7,700","￥1,000",,￥100,1天,5分钟,拍卖,无,南京市鼓楼区人民法院,5,37,4225,28,"￥13,700"
&ldquo;起亚牌&rdquo;智跑小型普通客车,https://sf.taobao.com/sf_item/566360583565.htm,2018/4/5 14:00,2018/4/6 14:00,第二次拍卖,24080,2018/4/6 14:00,0,"￥24,080","￥3,000","￥43,000",￥400,1天,5分钟,拍卖,无,金昌市金川区人民法院,2,38,9237,1,
车牌号为浙A11M66旧机动车一辆,https://sf.taobao.com/sf_item/566196733846.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,55200,2018/4/6 11:00,126,"￥8,300","￥1,500","￥10,393",￥100,1天,5分钟,拍卖,无,杭州市西湖区人民法院,15,94,5410,141,
车牌号为粤BF2G54的宝马小型轿车,https://sf.taobao.com/sf_item/566042320177.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,418000,2018/4/6 10:55,58,"￥310,000","￥40,000","￥310,000","￥1,000",1天,5分钟,拍卖,无,深圳市福田区人民法院,8,227,19109,67,
车牌号为浙JP895C东风牌轻型普通货车一辆,https://sf.taobao.com/sf_item/566161873694.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,24200,2018/4/6 10:50,49,"￥3,500",￥700,"￥4,900",￥100,1天,5分钟,拍卖,无,台州市黄岩区人民法院,16,124,5304,99,
车牌号为浙AY8369号的车辆,https://sf.taobao.com/sf_item/566321791958.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,38100,2018/4/6 10:42,87,"￥1,400",￥250,"￥2,000",￥100,1天,5分钟,拍卖,无,桐庐县人民法院,15,85,5644,119,
吉C54639重型半挂牵引车吉C5E63挂重型仓栅式半挂车,https://sf.taobao.com/sf_item/565452470367.htm,2018/4/5 10:00,2018/4/6 10:00,第二次拍卖,57200,2018/4/6 10:41,19,"￥47,200","￥4,500","￥59,000",￥500,1天,5分钟,拍卖,无,京山县人民法院,4,36,2996,21,
车牌号为浙AC52C5旧机动车一辆,https://sf.taobao.com/sf_item/566197797517.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,42100,2018/4/6 10:40,142,"￥4,700",￥800,"￥5,871",￥100,1天,5分钟,拍卖,无,杭州市西湖区人民法院,23,89,8199,190,
渝G9U535号别克牌轿车,https://sf.taobao.com/sf_item/566097440780.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,100000,2018/4/6 10:34,8,"￥86,000","￥10,000",,"￥1,000",1天,5分钟,拍卖,无,重庆市南川区人民法院,4,88,5290,14,"￥86,000"
鲁LN2807号牌轿车一辆,https://sf.taobao.com/sf_item/566234894888.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,19400,2018/4/6 10:33,12,"￥12,800","￥2,000","￥16,000",￥200,1天,5分钟,拍卖,无,日照市东港区人民法院,5,50,3360,33,
车牌号为浙JSA880胜达牌小型越野客车一辆,https://sf.taobao.com/sf_item/566163265192.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,56100,2018/4/6 10:29,25,"￥30,000","￥6,000","￥41,000",￥300,1天,5分钟,拍卖,无,台州市黄岩区人民法院,10,366,11698,61,
本田雅阁牌小轿车,https://sf.taobao.com/sf_item/566208901658.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,80850,2018/4/6 10:28,26,"￥43,350","￥5,000","￥51,000",￥300,1天,5分钟,拍卖,无,驻马店市驿城区人民法院,21,609,17918,79,
鲁F1Q755奥迪牌越野车,https://sf.taobao.com/sf_item/566239346170.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,159920,2018/4/6 10:27,36,"￥123,920","￥12,000","￥154,900","￥1,000",1天,5分钟,拍卖,无,烟台市莱山区人民法院,4,159,9332,37,
闽FFZ333号车,https://sf.taobao.com/sf_item/566288394479.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,117060,2018/4/6 10:26,14,"￥76,020","￥15,200","￥108,600","￥1,520",1天,5分钟,拍卖,无,龙岩市新罗区人民法院,13,300,8409,24,
车牌号为浙J365B8的风神牌小型轿车一辆,https://sf.taobao.com/sf_item/566076276513.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,24500,2018/4/6 10:26,32,"￥16,500","￥3,300","￥23,000",￥200,1天,5分钟,拍卖,无,台州市黄岩区人民法院,12,79,4184,41,
车牌号为浙JY581V长安牌小型轿车一辆,https://sf.taobao.com/sf_item/566324367976.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,24000,2018/4/6 10:24,27,"￥12,000","￥2,400","￥17,000",￥300,1天,5分钟,拍卖,无,台州市黄岩区人民法院,9,81,4611,39,
车牌为川A35668凯迪拉克小型越野车一辆,https://sf.taobao.com/sf_item/566381679433.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,171600,2018/4/6 10:23,29,"￥134,600","￥26,920","￥134,600","￥1,000",1天,5分钟,拍卖,无,成都市金牛区人民法院,10,441,20085,38,
五菱宏光轿车一辆,https://sf.taobao.com/sf_item/565884988986.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,22100,2018/4/6 10:22,7,"￥16,100","￥1,000","￥23,000",￥300,1天,5分钟,拍卖,无,山东省威海市中级人民法院,10,170,8450,18,
五十铃皮卡小型普通货车,https://sf.taobao.com/sf_item/566056451717.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,41000,2018/4/6 10:21,6,"￥38,500","￥5,000","￥55,000",￥500,1天,5分钟,拍卖,无,永登县人民法院,3,44,3280,6,
浙J6P889小型汽车一辆,https://sf.taobao.com/sf_item/566590665712.htm,2018/4/5 10:00,2018/4/6 10:00,第二次拍卖,190000,2018/4/6 10:20,13,"￥146,000","￥28,800","￥250,000","￥2,000",1天,5分钟,拍卖,无,天台县人民法院,5,271,12294,14,
车牌为川A523LS宝马车一辆,https://sf.taobao.com/sf_item/566210221095.htm,2018/4/5 10:00,2018/4/6 10:00,第一次拍卖,237000,2018/4/6 10:18,26,"￥207,000","￥20,000","￥207,000","￥1,000",1天,5分钟,拍卖,无,成都市金牛区人民法院,6,207,17633,31,
