问题发生时间,平台名称,所在地区,上线时间,出问题原因,url,注册资本,法人,风险暴露时间,注册人数,筹集资金,待收金额,现状
2014/10/28,淘贷宝,浙江省温州市,2013/1/30,提现困难,https://www.taodbo.com/inf_v.aspx?id=134,,,,,,,
2014/11/14,中源资本,广东省惠州市,2014/8/16,提现困难,https://www.p2peye.com/forum.php?mod=viewthread&tid=188138&fromuid=114774,,,,,,,
2014/11/6,金麒麟,福建省福州市,2014/8/8,平台诈骗,https://www.p2peye.com/thread-181119-1-1.html,,,,,,,
2014/11/5,佳联财富,浙江省宁波市,2014/8/7,提现困难,https://www.p2peye.com/thread-180980-1-1.html#forum_theme,,,,,,,
2014/10/27,建明财富,四川省成都市,2014/7/29,平台诈骗,https://www.p2peye.com/thread-173766-1-1.html,,,,,,,
2014/11/3,有益贷,广东省广州市,2014/6/18,提现困难,https://www.p2peye.com/thread-178958-1-1.html,,,,,,,
2014/11/3,富城贷,浙江省温州市,2013/12/25,平台失联,https://www.p2peye.com/thread-178531-1-1.html,,,,,,,
2014/10/20,天晨财富,山东省青岛市,2014/7/22,提现困难,https://www.p2peye.com/thread-168898-1-1.html#forum_theme,,,,,,,
2014/11/3,盛合金融,湖北省宜昌市,2014/8/5,平台诈骗,https://www.p2peye.com/thread-179906-1-1.html,,,,,,,
2014/10/27,安旺P2P,安徽省芜湖市,2014/7/29,平台诈骗,https://www.p2peye.com/thread-173508-1-1.html,,,,,,,
2014/10/28,宏德创投,北京市,2014/7/30,平台诈骗,https://www.p2peye.com/forum.php?mod=viewthread&tid=175099&fromuid=114774,,,,,,,
2014/10/25,鸢都贷,山东省潍坊市,2014/7/27,提现困难,https://www.p2peye.com/thread-172760-1-1.html,,,,,,,
2014/11/13,鼎瑞投资,陕西省西安市,2014/8/15,平台诈骗,https://www.p2peye.com/thread-187980-1-1.html,,,,,,,
2014/10/31,升财网,广西桂林市,2014/8/2,提现困难,https://www.p2peye.com/thread-176966-1-1.html,,,,,,,
2014/10/23,德鸿贷,海南省海口市　,2014/7/25,平台诈骗,https://www.p2peye.com/thread-171505-1-1.html,,,,,,,
2014/10/31,泓然控股,浙江省杭州市,2014/8/2,提现困难,https://www.p2peye.com/thread-176961-1-1.html#community_latest,,,,,,,
2014/11/6,闽昌贷,福建省龙岩市,2013/1/11,提现困难,https://www.p2peye.com/thread-181743-1-1.html,,,,,,,
2014/10/25,众富贷,河北省廊坊市,2014/7/27,平台诈骗,https://www.p2peye.com/thread-172629-1-1.html,,,,,,,
2014/10/16,D1金融,上海市,2014/7/18,跑路平台,https://www.p2peye.com/thread-166814-1-1.html,,,,,,,
2014/10/27,华东财富,山东省临沂市,2014/7/29,提现困难,https://www.p2peye.com/thread-173012-1-1.html,,,,,,,
2014/10/16,增点投资,广东省深圳市,2014/7/18,平台诈骗,https://www.p2peye.com/thread-166411-2-1.html,,,,,,,
2014/10/23,立鼎资本,广东省珠海市,2014/7/25,跑路平台,https://www.p2peye.com/thread-171118-1-1.html,,,,,,,
2014/10/20,汇聚贷,广西南宁市,2014/7/22,跑路平台,https://www.p2peye.com/thread-168836-1-1.html,,,,,,,
2014/10/27,银坊金融,浙江省杭州市,2013/10/11,平台失联,https://www.p2peye.com/thread-173207-1-1.html,,,,,,,
2014/10/14,益盈创新,湖北省武汉市,2014/7/16,平台诈骗,https://www.p2peye.com/thread-163651-4-1.html,,,,,,,
2014/10/13,南瓜p2p,江西省南昌市,2014/7/15,提现困难,https://www.p2peye.com/thread-164683-1-1.html,1000万元,孙国南,2014年10月,,不详,,提现困难
2014/10/7,御帮贷,江西省赣州市,2014/7/9,平台诈骗,https://www.p2peye.com/thread-161023-1-1.html,3000万元,郭斌,2014年10月,,不详,,诈骗
2014/10/14,致胜贷,四川省成都市,2014/7/16,平台诈骗,https://www.p2peye.com/thread-165116-1-1.html,,,,,,,
2014/10/21,北京农科城,北京市,2014/7/23,平台诈骗,https://www.p2peye.com/thread-170189-1-1.html,,,,,,,
2014/10/6,信优贷,广东省深圳市,2014/7/8,平台诈骗,https://www.p2peye.com/thread-161014-1-1.html,1000.0万人民币,吴龙龙,2014年10月,,不详,,诈骗
2014/9/28,晶玉贷,广东省深圳市,2014/6/30,平台诈骗,https://www.p2peye.com/thread-158033-1-1.html,,,,,,,
2014/10/20,京商网,北京市,2014/7/22,平台诈骗,https://www.p2peye.com/article-2823-1.html,,,,,,,
2014/10/8,如通金融,浙江省温州市,2013/10/23,提现困难,https://www.p2peye.com/thread-161066-1-1.html,,,,,,,
2014/10/23,名启财富,广东省佛山市,2014/7/25,提现困难,https://www.p2peye.com/thread-171470-1-1.html,,,,,,,
2014/10/15,万通财富,浙江省温州市,2013/7/4,平台失联,https://www.p2peye.com/thread-165942-1-1.html,,,,,,,
2014/10/14,财迷中国,重庆市,2014/4/15,提现困难,https://www.p2peye.com/thread-165551-1-1.html,财迷中国,舒芹,2014年10月,,不详,, 提现困难
2014/10/14,信丰财富,上海市,2014/7/16,平台诈骗,https://www.p2peye.com/thread-164925-1-1.html,,,,,,,
2014/10/11,安宜贷-深圳,广东省深圳市,2014/7/13,终止运营,https://www.p2peye.com/thread-164673-1-1.html,,林建新,2014年10月,,不详,,停止运营
2014/10/8,重友财富,福建省福州市,2014/7/10,平台诈骗,https://www.p2peye.com/thread-160907-1-1.html,,,,,,,
2014/10/24,朝助创投,浙江省杭州市,2014/7/26,平台诈骗,https://www.p2peye.com/thread-171918-1-1.html,,,,,,,
2014/9/25,满仓赢,广东省深圳市,2014/6/27,平台诈骗,https://www.p2peye.com/article-2562-1.html,,,,,,,
2014/9/6,禹龙投资,湖南省其他,2014/6/8,平台诈骗,https://www.p2peye.com/thread-144627-1-1.html,,,,,,,
2014/9/29,随e贷网,山东省泰安市,2014/4/12,平台诈骗,https://www.p2peye.com/thread-159588-1-1.html,,,,,,,
2014/9/25,起跑线借贷,福建省其他,2012/9/15,提现困难,https://www.p2peye.com/thread-156460-1-1.html,,,,,,,
2014/9/22,澳达天翼投资,北京市,2014/6/24,平台诈骗,https://www.p2peye.com/thread-153380-1-1.html,,,,,,,
2014/9/26,金升贷,浙江省杭州市,2014/6/28,平台诈骗,https://www.p2peye.com/thread-157826-1-1.html,,,,,,,
2014/9/9,江南创投,江苏省常州市,2014/6/11,提现困难,https://www.p2peye.com/thread-145362-1-1.html?highlight=%BD%AD%C4%CF%B4%B4%CD%B6,,,,,,,
2014/10/8,联信财富,山东省烟台市,2013/8/30,提现困难,https://www.p2peye.com/thread-161335-1-1.html,,,,,,,
2014/9/29,弘富贷,北京市,2014/7/1,提现困难,https://www.p2peye.com/thread-158781-1-1.html,,,,,,,
2014/9/22,温心创投,广东省广州市,2014/6/24,平台诈骗,https://www.p2peye.com/thread-153831-1-1.html,,,,,,,
2014/9/27,人山贷,上海市,2014/6/29,平台诈骗,https://www.p2peye.com/thread-157574-1-1.html,,,,,,,
2014/8/26,拓金投资,上海市,2014/5/28,终止运营,https://www.p2peye.com/thread-136439-1-1.html,,,,,,,
2014/9/9,楚盈贷,湖北省荆门市,2014/6/11,跑路平台,https://www.p2peye.com/thread-145559-1-1.html#forum_theme,,,,,,,
2014/8/30,华纳汇盈,北京市,2014/6/1,跑路平台,https://www.p2peye.com/thread-139336-1-1.html#forum_theme,,,,,,,
2014/9/16,美美贷,山东省青岛市,2014/6/18,提现困难,https://www.p2peye.com/thread-150574-1-1.html#forum_theme,,,,,,,
2014/8/13,尧瑞投资,上海市,2014/5/15,平台诈骗,https://www.p2peye.com/thread-138918-1-1.html,,,2014年6月,,,,
2014/10/3,融益财富,浙江省温州市,2013/10/10,平台诈骗,https://www.p2peye.com/thread-159935-1-1.html,,,,,,,
2014/8/24,鼎元贷,广东省深圳市,2014/5/26,平台诈骗,https://www.p2peye.com/thread-138232-1-1.html,5000万元人民币,谭俭秀,2014年7月,,不详,,诈骗
2014/9/6,苏商投资,上海市,2014/6/8,平台诈骗,https://www.p2peye.com/thread-145054-1-1.html,4000.0万人民币 ,"
",2014年9月,,不详,,
2014/9/19,亿豪通投资,广东省深圳市,2014/6/21,平台诈骗,https://www.p2peye.com/thread-153527-1-1.html,1000万元人民币,梁世琼,2014年9月,,不详,,诈骗
2014/8/3,鸿顺金融,河南省郑州市,2014/5/5,平台失联,https://www.p2peye.com/thread-484568-1-1.html,10000万元人民币,班国方,2015年7月28日,不详,不详,不详,网站无法访问
2014/9/26,金泰达投资,广东省深圳市,2014/6/28,平台诈骗,https://www.p2peye.com/thread-157206-1-1.html,,,,,,,
2014/9/24,优信贷,四川省成都市,2014/4/22,提现困难,https://www.p2peye.com/thread-155634-1-1.html,,,,,,,
2014/8/23,永利天成,北京市,2014/5/25,平台诈骗,https://www.p2peye.com/thread-138186-1-1.html,1000 万元,杨鹏冲,2014年7月,,不详,,诈骗
2014/8/6,龙华贷,北京市,2014/5/8,平台诈骗,https://www.p2peye.com/thread-137729-1-1.html,500万,刘洋,,,不详,,跑路
2014/7/12,余下钱,广东省广州市,2014/4/13,平台诈骗,https://www.p2peye.com/thread-110474-1-1.html,,,,,,,
2014/7/26,舒畅理财,上海市,2014/4/27,平台诈骗,https://www.p2peye.com/thread-121281-1-1.html,,,,,,,
2014/7/19,都能贷,湖南省长沙市,2014/4/20,提现困难,https://www.dounengdai.com/gonggao/a198.html,,,,,,,
2014/8/3,房司令,江苏省南京市,2014/5/5,终止运营,https://www.p2peye.com/thread-484569-1-1.html,200万元人民币,胡子沣,2015年7月29日,不详,不详,不详,停止运营
2014/7/28,善安合财富,北京市,2014/4/29,平台诈骗,https://www.p2peye.com/thread-119791-1-1.html,1000万,黄元美,2014年7月28日,,17855000元,,已跑路
2014/8/28,永合贷,北京市,2014/5/30,平台诈骗,https://www.p2peye.com/thread-138687-1-1.html,1000 万元,李燕明,2014年8月,,不详,,诈骗
2014/8/3,丰谦创投,云南省昆明市,2014/5/5,平台失联,https://www.p2peye.com/thread-484567-1-1.html,2000万元人民币,韦明宁,2015年7月30日,不详,不详,不详,网站无法访问
2014/9/1,粤利通,广东省深圳市,2014/6/3,跑路平台,https://www.p2peye.com/thread-141169-1-1.html,100万元人民币,王昌能,2014年9月,,不详,,跑路
2014/8/27,虹权投资,上海市,2014/5/29,平台诈骗,https://www.p2peye.com/thread-144624-1-1.html,,,,,,,
2014/8/12,信邦财富,广东省深圳市,2014/5/14,平台诈骗,https://www.p2peye.com/thread-138641-1-1.html,1000万元,武剑,2014年8月,,不详,,诈骗
2014/8/20,锦融运通,浙江省杭州市,2013/8/8,跑路平台,https://www.p2peye.com/thread-138146-1-1.html,2000万,蒋定格,2014年8月,,不详,,已跑路
2014/8/22,得利盈,福建省福州市,2014/5/24,平台诈骗,https://www.p2peye.com/thread-138164-1-1.html,100.0000万元,娄江亮,2014年8月,,不详,,诈骗
2014/8/16,湘信网,湖南省长沙市,2014/5/18,提现困难,https://www.p2peye.com/thread-138129-1-1.html,1000 万元,石正锋,2014年8月,,不详,,提现困难
2014/8/15,农银贷,湖南省怀化市,2014/5/17,提现困难,https://www.p2peye.com/thread-138059-1-1.html,5000万元,魏小勇,2014年8月,,不详,,提现困难
2014/9/7,润达贷,河南省郑州市,2014/6/9,跑路平台,https://www.p2peye.com/thread-145159-1-1.html#forum_theme,伍佰壹拾陆万圆整,孔令建,2014年9月,,不详,,跑路
2014/8/29,慧眼通贷,上海市,2014/5/31,平台失联,https://www.p2peye.com/thread-138989-1-1.html,1000.0万人民币,徐有高,2014年8月,,不详,,平台人员失联
2014/8/3,金瑞投资,江西省新余市,2014/5/5,平台失联,https://www.p2peye.com/thread-484570-1-1.html,200万元人民币,张荟阳,2015年8月1日,不详,不详,不详,网站无法访问
2014/8/23,时时贷,广东省深圳市,2014/5/25,平台诈骗,https://www.p2peye.com/thread-138210-1-1.html,1000万元人民币,王玉超,2014年8月,,不详,,诈骗
2014/6/30,润宏贷,四川省成都市,2014/4/1,平台诈骗,https://www.p2peye.com/thread-105172-1-1.html,1000万,胡晓丹,2014年6月30日,,不详,,已跑路
2014/7/25,兴利贷,广西南宁市,2014/4/26,平台诈骗,https://www.p2peye.com/thread-118066-1-1.html,,,,,,,
2014/7/25,亚盛财富,浙江省温州市,2014/4/26,提现困难,https://www.p2peye.com/thread-117918-1-1.html?highlight=%D1%C7%CA%A2%B2%C6%B8%BB,,,,,,,
2014/6/27,恒金贷,浙江省台州市,2014/3/29,平台诈骗,https://www.p2peye.com/thread-102501-1-1.html,5000万,苏中贵,2014年6月27日,,16万,,上线仅几个小时跑路
2014/5/4,日升财富,湖南省长沙市,2014/2/3,提现困难,https://www.p2peye.com/thread-81344-1-1.html,3000万,段仪雄,2014年5月4日,,不详,,提现困难
2014/9/3,盛德多,广东省深圳市,2014/6/5,平台诈骗,https://www.p2peye.com/thread-139635-1-1.html,,,,,,,
2014/6/19,创鑫贷,江苏省南京市,2012/8/17,平台诈骗,https://www.p2peye.com/thread-99760-1-1.html,,,,,,,
2014/6/21,洪升财富,上海市,2014/3/23,警方介入,https://www.p2peye.com/thread-98949-1-1.html,,,,,,,
2014/7/10,光大富尊,上海市,2014/4/11,平台诈骗,https://www.p2peye.com/thread-111235-1-1.html,120亿（伪造）,薛峰,2014年7月9日,,不详,,被曝光
2014/5/26,永泰达投资,广东省深圳市,2014/2/25,平台诈骗,https://www.p2peye.com/thread-88875-1-1.html,,,,,,,
2014/5/4,马上有钱,广东省深圳市,2014/2/3,平台诈骗,https://www.p2peye.com/thread-73745-1-1.html,,,,,,,
2014/5/4,信誉财富,广东省深圳市,2014/2/3,平台诈骗,https://www.p2peye.com/thread-87302-1-1.html,500万,段仪雄,2014年5月3日,,约7000万,,诈骗，携款潜逃
2014/5/22,威泰创投,河北省石家庄市,2014/2/21,平台诈骗,https://www.p2peye.com/thread-81539-1-1.html,,,,,,,
2014/5/21,仁信贷,广东省深圳市,2014/2/20,跑路平台,https://www.p2peye.com/thread-81117-1-1.html,1000万,姚磊,2013年5月,,不详,,打新有危险 仁信贷开业不到一周公告宣布停业整顿
2014/4/28,周道财富,江苏省镇江市,2014/1/28,跑路平台,https://www.p2peye.com/thread-73577-1-1.html,300万,王凯,2014年4月,,不详,,官方群被解散，客服无人回复。
2014/9/23,国安贷,山东省泰安市,2014/6/25,提现困难,https://www.p2peye.com/thread-154672-1-1.html,,,,,,,
2014/6/6,网金宝,北京市,2014/3/8,平台失联,https://www.p2peye.com/thread-90270-1-1.html,,,2014年6月4日,,2.6亿,,确认跑路
2014/6/21,拜腾投资,上海市,2014/3/23,平台诈骗,https://www.p2peye.com/thread-111236-1-1.html,100万,程骏,2014年7月11日,,2380多万,,已跑路
2014/6/10,科迅贷,广东省深圳市,2014/3/12,终止运营,https://www.p2peye.com/thread-90246-1-1.html#forum_theme,5000万,王勤峰,2014年6月10日,,不详,,疑似跑路
2014/5/30,弘昌创投,浙江省温州市,2013/10/27,平台失联,https://www.p2peye.com/thread-85372-1-1.html#forum_theme,500万,叶立新,2014年5月30日,,不详,,老总失联
2014/3/31,万汇通,福建省福州市,2013/12/31,平台诈骗,https://www.p2peye.com/thread-62935-3-1.html,,,,,,,
2014/4/30,鑫淼源,广东省深圳市,2014/1/30,跑路平台,https://www.p2peye.com/thread-73280-1-1.html,,,,,,,
2014/3/14,中宝投资,浙江省衢州市,2011/2/21,警方介入,https://www.p2peye.com/forum-270-1.html,,,,,,,
2014/4/16,景煜贷,湖北省武汉市,2014/1/16,平台诈骗,https://www.p2peye.com/thread-68739-1-1.html,,,,,,,
2014/3/27,中e邦达,广东省广州市,2014/1/9,终止运营,https://www.p2peye.com/thread-63812-1-1.html,1000万,周德奎,2014.3.27,,不详,,停止经营，4月6号之前清盘
2014/4/14,钱海创投,广东省深圳市,2013/9/28,终止运营,https://www.p2peye.com/thread-68092-1-1.html,2000万,王义,2014年4月14日,,3000万+,,公告警察已经介入调查
2014/3/22,诚德担保,江苏省盐城市,2013/12/22,跑路平台,https://www.p2peye.com/thread-304358-1-1.html,13600万元人民币,傅永德,2014年3月,,不详,,跑路
2014/4/30,明启华,广东省深圳市,2014/1/30,跑路平台,https://www.p2peye.com/thread-92124-1-1.html,500万,刘全启,2014年4月30日,,网友爆料募集千万携款跑路,,确认跑路
2014/6/14,天行信,广东省深圳市,2014/3/16,终止运营,https://www.p2peye.com/thread-94599-1-1.html,,,,,,,
2014/4/19,易信云投,上海市,2014/1/19,平台诈骗,https://www.p2peye.com/thread-69702-1-1.html,,,,,,,
2014/5/6,股民贷,上海市,2014/2/5,平台诈骗,https://www.p2peye.com/thread-74652-1-1.html,,,,,,,
2014/5/20,紫金贷,江苏省淮安市,2012/12/12,提现困难,https://www.p2peye.com/article-763-1.html,,,,,,,
2014/4/17,中汇财富,香港香港,2014/1/17,平台诈骗,https://www.p2peye.com/thread-68806-1-1.html,,,,,,,
2014/4/15,旺旺贷,广东省深圳市,2013/12/2,跑路平台,https://www.p2peye.com/thread-68415-1-1.html,1000万,张艳玲,2014年4月15日,,不详,,确定平台已跑路
2014/3/15,元一创投,广东省深圳市,2014/3/13,跑路平台,https://www.p2peye.com/thread-61140-1-1.html,1000万,蒋雨辰,2014年3月15日,,不详,,已跑路
2014/4/16,卓忠贷,上海市,2014/1/16,终止运营,https://www.p2peye.com/thread-72837-1-1.html,不详,颜征强,2014.4.16,,不详,,网贷无法打开，域名无法解析
2014/3/16,贷易网,广东省东莞市,2013/12/16,跑路平台,https://www.p2peye.com/thread-304386-1-1.html,100万人民币元,郭广明,2014年3月,,不详,,跑路
2014/3/6,富创贷,福建省泉州市,2013/12/6,平台诈骗,https://www.p2peye.com/thread-305442-1-1.html,500.0万人民币,陈永妹,2014年3月,,不详,,诈骗
2014/4/16,福润汇鑫,北京市,2014/1/16,平台诈骗,https://www.p2peye.com/thread-68773-1-1.html,,,,,,,
2014/2/1,速速贷,浙江省宁波市,2013/11/3,跑路平台,https://www.p2peye.com/thread-305497-1-1.html,500万人民币,王凯军,2014年2月,,不详,,跑路
2014/2/19,东信财富,江苏省淮安市,2013/9/30,提现困难,https://www.p2peye.com/thread-55666-1-1.html,1000万,王建忠，于2014年2月19日变更法人为蔡璋德,2014年2月19日,,不详,,提现困难，法人已变更
2014/3/15,大家网,浙江省嘉兴市,2013/3/10,警方介入,https://www.p2peye.com/thread-63965-1-1.html,500万,颜万卫,2014年3月15日,,不详,,法人已被警方捕获
2014/2/13,大地贷,湖北省武汉市,2013/9/7,终止运营,https://www.p2peye.com/thread-54579-1-1.html,300万,吴塘,2014年2月13日,,不详,,官方发布公告，终止平台运营。
2014/1/27,银都创投,湖南省益阳市,2014/1/5,平台诈骗,https://www.p2peye.com/forum.php?mod=viewthread&tid=52803&fromuid=33599,100万,蔡靖,2014年1月27日,,不详,,提现困难
2013/12/20,怀民贷,湖南省怀化市,2013/6/18,提现困难,https://www.p2peye.com/thread-46121-1-1.html,1000万,姚晓兰,2013年12月,,不详,,提现困难
2014/1/1,奔富金融,福建省福州市,2013/10/3,终止运营,https://www.p2peye.com/thread-305554-1-1.html,500万 ,奔富 ,2014年1月,,不详,,终止运营
2014/1/22,海陵贷,江苏省泰州市,2014/1/9,跑路平台,https://www.p2peye.com/thread-52085-1-1.html,1000万,孙仁高,2014年1月22日,,不详,,网站无法打开
2013/12/1,沪发贷,上海市,2013/11/27,提现困难,https://www.p2peye.com/thread-46220-1-1.html,5010万,李佳全,2013年12月,,不详,,暂停提现
2013/12/3,佳通创投,湖南省长沙市,2013/8/1,终止运营,https://www.p2peye.com/thread-46203-1-1.html,1000万,叶林,2013年12月,,不详,,紧急提现，清盘模式。
