评论,评分
晚上九点多到的，一开始就去了大摆锤，因为早不用排队，后来就玩了一摩天飞轮，欢乐跳跳，摩托过山车，龙卷风暴，旋转木马，垂直过山车，激流勇进，快乐干线，霹雳转车，星际决战，大力水手，十环过山车，森林神庙，最后走之前又玩了一遍大摆锤，中午十二点开始，一共看了三场秀欢乐剧场，伐木剧场，特效剧场，演员特别认真，整体气氛挺不错的，感觉值回票价了，对了，一定要记得自己带一瓶水，里面最便宜的水都12一瓶,5
第一次玩不要开始就玩刺激的，真的惊悚死了，我刚开始九玩大摆锤，结果半空中看了一下，吓死玩了，要摔出去的惊悚感，还有u型滑板，我都是全场闭眼玩的，那个垂直过山车，妈啊啊啊，在半空中停住还倾斜，整个人是向下倾斜的，下面直接冲下去，整个个要吓死!现在我回到家都感觉整个人都悬挂在半空，那个倾斜时刻!不过真的好刺激，好好玩，下次还要过来玩，还好不是很多人玩，那个十环玩了两次，哈哈，全场尖叫，和朋友一起来玩，好好笑。而且直接手机二维码就可以进去了，炒鸡方便的，端午节还优惠，我是学生证的，很不错哟。,5
和闺蜜一起说走就走，把长隆欢乐世界项目玩了个遍，一个字爽！不得不提“星球大战”那个电影，像真的一样好震撼。不过在园区里吃饭是个问题，贵又不好吃，还有工作人员的服务意识有待提高，我们都是第一次去，由于下午还要赶飞机就提着大包小包的就过来了，在进园区时问工作人员哪里可以存放东西的地方，第一次问她她没有答应第二次问还是没有回应我们以为她听不见我直接跑她面前问对方直接走开，真的很无语。后来还是一个游客告诉的我们寄存东西的地方，原来进门的左边就有，还是挺方便的。,5
老公第一次去玩，刚进去就来个连环过山车，有点缓冲不过来哈哈哈，后面刺激的项目都玩了一遍，尖叫后确实很放松心情，65米降那两秒真的是醉生梦死哈哈哈。刚好不是节假日不用怎么排队，园内的氛围也很轻松欢乐，开心 下次还会来的,5
"欢乐世界可玩性很高 推荐垂直过山车和十环过山车 摩托过山车不好玩比不上上海迪斯尼和雪弗兰合作的摩托过山车项目 疯狂大摆锤和激流勇进也很不错 感到热的话就玩玩水的项目降温 园区里面的酱烧鱿鱼须很好吃 冰淇淋味道都差不多 有个意大利冰淇淋里面的榴莲口味不错 部落餐厅的部落大杂扒很好吃 吃的东西偏贵 不过量还可以口味也不错值得一试
",5
"     携程订票很划算，到了门口取票也很方便。
     周五十点到的，避开节假日人并不多，排队最多十分钟，所以每个项目都玩遍了，垂直过山车，大摆锤，十环过山车等等，还看了三场表演，伐木表演、惊天特技表演和欢乐剧场的魔术表演，不虚此行！",5
"过山车太刺激了，就玩了一次。脚都软了。就不敢玩了。太吓人了。其他过山车也不敢玩了。麻蛋，建议第一次玩过山车的。。不要第一个玩垂直过山车。吓死人。。玩其他矮一点的。。那表演不错。。特技的。。最好看了。。
其他都玩得很过瘾。就过山车。。是一个坑。。玩了一次就不敢了。。心脏受不了了。。天啊。。",5
订了周四的票，人不会特别的多，携程买票很方便，到门口扫一扫就可以拿票入门了，第二次来玩了，这次带了家人一起来玩的，都玩的特别开心。中午11点多玩到五点多。几乎都玩遍了，垂直过山车，大钟锤等都好刺激，玩海盗漂流跟激流勇进最好穿雨衣，买了一次性的一次就烂了，不过还好，没有被淋很惨。下次水上乐园走起！哈哈,5
"门口推销雨衣，5元一件，被骗了，质量很差，里面的雨衣虽然要15，保护很好，而且送15的抵用卷可以买东西用！
玩的东西多，看的也多，可以不敢玩十圈?和垂直?！里面的饮食不错，虽然贵点，不过品质很高，不愧国际乐园！
广州必玩推荐！",5
刺激！南门进门的垂直过胆小者勿上。建议游玩过山车顺序→家庭飞马过山车→摩托→十环→垂直。进门处客服咨询的台面上可免费领地图一张，方便游玩。里面一个人的一个快餐约100元。几个场地都有表演，一天几场，自己合理安排时间玩,5
三号线到汉溪长隆E出口，出了地铁有去长隆的免费公交车，这个还是比较方便的。下车取票，直奔娱乐场所。十环过山车:没上去之前还是很豪气的样子，坐上座位开始有点小方，杀伤力比较大的是后期绕着过的时候，感觉像被大翻转了。龙卷风暴:说实在的这个真不恐怖，把人半空翻着，吊着整个人都不好了，翻转速度一般。摩托过山车:摩托造型，有种飙摩托车的冲刺感，可怕度一般。大摆锤:最让我恶心的项目，整个人飞速的翻来覆去，感觉整个胃都在翻腾，每次玩这项目下来都会有点想吐的感觉。垂直过山车:压死骆驼的最后一根稻草，前面几个项目玩下来反应还不是很大，这个比较恶心的是，高空停下来让你感受下居高临下的感觉，然后飞速垂直而下，那一瞬间呼吸跟心脏都没跟上节拍，整个人处于一个悬空感，然后又持续了一个轮回，不过发现闭眼深呼吸就没那么恐怖了。挺刺激的一个项目，胆大的可以来试试。,5
长隆欢乐世界里，充满了各种游艺设施，令人眼花缭乱，目不暇接。住长隆酒店，在酒店一层的票务中心，拿着房卡，门票可以打九折。我们是带着孩子去的，选择的都是一些好玩但不刺激的项目。乐园里卫生间和餐厅不少，这点不错。,5
去玩了两天后才来评价的，特价门票真的很爽啊。本来以为星期日很多人结果去了并没有很多人也没怎么排队，玩了四次垂直过山车三次大摆锤，就是广州天气不咋地下雨了，但是还是玩的很尽兴，下次再约朋友一起去，榴莲味冰淇淋不要太棒。,4
欢乐世界还是很不错的游玩地方，最刺激的还是垂直过山车，建议大家留到后面再玩，我是一开始就玩这个，后面其他的都觉得没意思了,5
机动游戏好好玩。人多的时候要排很长时间的队，玩的时间很短，最好早点去，然后看哪里人少先玩了，一天玩不完，好多都没有玩到！,5
其实我玩的项目不多，可玩性挺高的，坐了一轮垂直过山车下来有点晕，大摆锤最晕了在高处晃的时候有点不舒服，果然还是要去玩点小清新的。买了雨衣玩激流勇进和海盗船，雨衣15一件，不知道可不可以自带，得穿凉鞋或者脱鞋子，否则脚上大多会湿掉，因为雨衣遮不到那里。大概就这样啦,5
长隆欢乐世界分为室内和室外两部分区域。室内儿童乐园设施更适合1-3岁小宝宝，里边有淘气堡和一部分室外成人游乐设施的缩小版。设施很多种类很全，就算小宝宝只在室内玩也绝对可以玩得很开心。室外的游乐设施适合4岁以上的小朋友和部分成人游乐项目。其中最刺激也最惊险的就属跑男挑战项目：垂直过山车和U型滑板了,4
非假期值得去，十一期间人很多，每个项目排队至少一个小时，十环，垂直过山车u型滑板还有大摆锤，都很好玩，就是玩的时间很短。景区食物太贵，也不好吃，只让带真空包装食物，水果不允许，但服务态度很好，值得表扬。从携程订票比景区售票点便宜，取票也很方便。,4
玩夜场，人少也不晒，8点的时候有星空水par。老公看见美女们眼睛是的。游戏设施不错，消费也是醉了，自己带了水杯可是没地方装水！ 水上游戏不错，挺刺激的，因为没买防水袋，没拍什么照片。建议就算买了防水袋，还是要谨慎3c产品，有个大叔的手机放在防水袋里，玩高空下滑那个比赛游戏的时候，屏裂了～ 住长隆酒店的住客，不需要排队玩游戏项目,5
"欢乐世界里有很多设施都不敢玩,看到有人玩垂直过山车、U型滑板车真佩服那些人的胆量。里面的影院很值得一看,《星际决战》像在太空旅行一样,很不错!还有真人上演的《惊天危机》演员的车技着实高超!小孩玩的也较多，快7点了，孩子玩得不想走!",4
欢乐世界很好玩，小孩玩得都不愿走，最后是晚上七点闭馆了，才恋恋不舍得回酒店了！垂直过山车够刺激，我都座了两回！星期一到星期四，游玩的人相对少些，垂直过山车下午五点半去玩，基本不用排队！天气太热，小孩可以到哈比王国里去玩，是室内的，还有空调冷气，大人可以找凳子或直接席地而坐---休息！,5
早上去的上午人很多玩第一个项目的时候排了几个小时的队排队的时候很想睡觉但是一个项目下来刺激睡意全无越玩越起劲好在中午部分游客都休息吃饭了抓紧时间玩了垂直过山车，说实话去欢乐世界不玩垂直过山车就是浪费门票不如不如，第一次玩的时候心脏离心反应很强但是玩过一遍之后就不怕了当时玩了三遍简直刺激哈哈哈哈反正总结就是很棒值得去玩,5
游乐项目多，老少皆宜，很刺激，玩的很爽,5
带孩子玩一定要去的！非常好！就是里面吃的太贵。4个人4份快餐，用了近400元！,5
节假日去人比较多，不过排队时间都不算太长，所有过山车都玩了一遍好玩刺激的一天激流勇进和海盗漂亮都很好玩，玩了差不多10次，玩到天黑最后去玩旋转木马，最后的最后到游乐场关门夕阳好美，疯狂的一天也过去了,5
避开节假日去的，很多项目基本都不用排队，喜欢的项目还可以多玩几次，小朋友和大人玩得都很开心，小朋友玩着不想走，值得一去,5
不爽的部分就是排队排队！项目很不错，十环过山车，滑板很嗨很刺激。遗憾没玩垂直过山车。有一些项目没时间玩，好遗憾，下次一定选择人少出行。里面风景不错，配的上5A,4
