标题,链接,开始时间,预计结束时间,第几次拍卖,成交价,成交时间,延时次数,起拍价,保证金,评估价,加价幅度,竞价周期,延时周期,类型,优先购买权人,处置单位,报名人数,设置提醒人数,围观次数,竞买次数,市场价,总跳跃幅度,总跳跃次数,平均跳跃幅度,前期总跳跃幅度,前期总跳跃次数,前期平均跳跃幅度,中期总跳跃幅度,中期总跳跃次数,中期平均跳跃幅度,后期总跳跃幅度,后期总跳跃次数,后期平均跳跃幅度,竞买记录,跳跃记录
车牌号为浙C6507Z荣威牌小型汽车,https://sf.taobao.com/sf_item/566372781283.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,37903,2018/4/9 10:18,11,"17,903","3,500","25,575",500,1天,5分钟,拍卖,无,温州市龙湾区人民法院,6,184,5402,38,,1500,2,750,1500,2,750,0,0,0,0,0,0,.\data\566372781283.csv,.\data\566372781283jump.csv
拍卖牌照号津JWJ156号起亚牌小型轿车,https://sf.taobao.com/sf_item/566523655894.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,43300,2018/4/9 10:17,18,"27,800","1,400","27,800",500,1天,5分钟,拍卖,无,天津市武清区人民法院,8,88,4834,29,,1500,1,1500,0,0,0,0,0,0,1500,1,1500,.\data\566523655894.csv,.\data\566523655894jump.csv
浙CY0Q11梅赛德斯奔驰牌BJ6453A3F国产小型越野客车,https://sf.taobao.com/sf_item/566357887337.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,270000,2018/4/9 10:16,19,"172,000","34,000","245,624","2,000",1天,5分钟,拍卖,无,乐清市人民法院,18,836,23112,43,,14000,5,2800,2000,1,2000,8000,2,4000,4000,2,2000,.\data\566357887337.csv,.\data\566357887337jump.csv
车牌为浙AW1Z27歌诗图牌小型轿车一辆,https://sf.taobao.com/sf_item/566435791105.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,158000,2018/4/9 10:16,15,"100,000","20,000","128,126","2,000",1天,5分钟,拍卖,无,建德市人民法院,11,274,10606,28,,4000,2,2000,0,0,0,2000,1,2000,2000,1,2000,.\data\566435791105.csv,.\data\566435791105jump.csv
浙H67275小型汽车壹辆,https://sf.taobao.com/sf_item/566519787790.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,32600,2018/4/9 10:15,8,"21,000","4,000","28,000",400,1天,5分钟,拍卖,无,衢州市柯城区人民法院,10,136,4039,23,,2800,2,1400,0,0,0,2800,2,1400,0,0,0,.\data\566519787790.csv,.\data\566519787790jump.csv
粤XRA992号奔驰S320牌小型轿车,https://sf.taobao.com/sf_item/566292270352.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,46000,2018/4/9 10:15,50,"7,000","1,400","10,000",100,1天,5分钟,拍卖,无,佛山市顺德区人民法院,30,595,24765,124,,26700,27,988.8888889,15200,15,1013.333333,700,4,175,10800,8,1350,.\data\566292270352.csv,.\data\566292270352jump.csv
赣M92288丰田锐志车,https://sf.taobao.com/sf_item/565332300060.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,62300,2018/4/9 10:14,29,"27,300","5,000","39,000",500,1天,5分钟,拍卖,无,江西省南昌市中级人民法院,10,572,28990,56,,7500,4,1875,4500,2,2250,500,1,500,2500,1,2500,.\data\565332300060.csv,.\data\565332300060jump.csv
型号为奥迪FV7241CVT轿车1辆,https://sf.taobao.com/sf_item/566140771787.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,75700,2018/4/9 10:14,39,"34,200","4,000","48,780",500,1天,5分钟,拍卖,无,江苏省常州市中级人民法院,8,407,23355,57,,13500,11,1227.272727,13500,11,1227.272727,0,0,0,0,0,0,.\data\566140771787.csv,.\data\566140771787jump.csv
车牌号为浙C71595奥迪牌小型汽车,https://sf.taobao.com/sf_item/566321625706.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,31000,2018/4/9 10:13,20,"12,000","2,400","16,000",500,1天,5分钟,拍卖,无,温州市龙湾区人民法院,11,144,9249,39,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566321625706.csv,.\data\566321625706jump.csv
车牌号为浙C9997D奥迪牌小型汽车,https://sf.taobao.com/sf_item/566454182479.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,137000,2018/4/9 10:13,20,"102,000","20,000","128,000","1,000",1天,5分钟,拍卖,无,温州市龙湾区人民法院,8,169,12404,29,,7000,1,7000,0,0,0,7000,1,7000,0,0,0,.\data\566454182479.csv,.\data\566454182479jump.csv
拍卖车牌为浙A910VV速腾牌小型轿车壹辆,https://sf.taobao.com/sf_item/566198248920.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,58300,2018/4/9 10:12,7,"6,300","1,200","8,875","2,000",1天,5分钟,拍卖,无,杭州市萧山区人民法院,16,228,9605,18,,18000,1,18000,18000,1,18000,0,0,0,0,0,0,.\data\566198248920.csv,.\data\566198248920jump.csv
丰田牌苏CWX631轿车一辆,https://sf.taobao.com/sf_item/566305519543.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,95000,2018/4/9 10:11,13,"77,000","10,000","110,000","1,000",1天,5分钟,拍卖,无,新沂市人民法院,10,221,9948,18,,1000,1,1000,0,0,0,0,0,0,1000,1,1000,.\data\566305519543.csv,.\data\566305519543jump.csv
川AS357B长安牌小型轿车,https://sf.taobao.com/sf_item/566222618356.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,65000,2018/4/9 10:11,13,"54,000","7,000","60,300",500,1天,5分钟,拍卖,无,成都市龙泉驿区人民法院,4,80,6801,21,,1000,2,500,0,0,0,0,0,0,1000,2,500,.\data\566222618356.csv,.\data\566222618356jump.csv
鲁G0071D奔驰威霆商务车,https://sf.taobao.com/sf_item/566430610878.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,140545.9,2018/4/9 10:11,10,"107,545.90","20,000","153,637","1,000",1天,5分钟,拍卖,无,潍坊市潍城区人民法院,9,183,5475,31,,3000,2,1500,0,0,0,3000,2,1500,0,0,0,.\data\566430610878.csv,.\data\566430610878jump.csv
浙J218Q3号奥迪牌小型普通客车,https://sf.taobao.com/sf_item/566472131857.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,157700,2018/4/9 10:10,29,"105,700","21,100","151,000","1,000",1天,5分钟,拍卖,无,台州市椒江区人民法院,12,286,12460,52,,1000,1,1000,0,0,0,0,0,0,1000,1,1000,.\data\566472131857.csv,.\data\566472131857jump.csv
车牌号为浙C0QZ83起亚牌小型汽车,https://sf.taobao.com/sf_item/566320273513.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,81600,2018/4/9 10:10,11,"54,600","10,000","78,000","1,000",1天,5分钟,拍卖,无,温州市龙湾区人民法院,13,265,7657,21,,7000,2,3500,0,0,0,0,0,0,7000,2,3500,.\data\566320273513.csv,.\data\566320273513jump.csv
冀FC8810号马自达轿车,https://sf.taobao.com/sf_item/566527059040.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,61540,2018/4/9 10:10,6,"50,540","3,650","72,200","1,000",1天,5分钟,拍卖,无,徐水县人民法院,6,212,7279,12,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566527059040.csv,.\data\566527059040jump.csv
赣C07757号雪佛兰汽车一辆,https://sf.taobao.com/sf_item/566380933444.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,79000,2018/4/9 10:08,4,"69,000","6,000","86,600","1,000",1天,5分钟,拍卖,无,宜春市袁州区人民法院,8,176,5674,11,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566380933444.csv,.\data\566380933444jump.csv
云A6UX96东风小康牌微型车一辆,https://sf.taobao.com/sf_item/566417171170.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,1600,2018/4/9 10:07,7,"1,200",240,"1,200",20,1天,5分钟,拍卖,无,安宁市人民法院,8,70,5169,15,,120,3,40,0,0,0,0,0,0,120,3,40,.\data\566417171170.csv,.\data\566417171170jump.csv
粤X48E56号广汽本田歌诗图牌小轿车,https://sf.taobao.com/sf_item/566378767924.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,150000,2018/4/9 10:05,4,"84,000","16,800","120,000","1,000",1天,5分钟,拍卖,无,佛山市顺德区人民法院,11,1024,35710,25,,42000,5,8400,42000,5,8400,0,0,0,0,0,0,.\data\566378767924.csv,.\data\566378767924jump.csv
雪佛兰牌SGM7187MTA小轿车,https://sf.taobao.com/sf_item/566487599918.htm,2018/4/8 10:00,2018/4/9 10:00,第二次拍卖,30416,2018/4/9 10:04,10,"24,416","2,000",,500,1天,5分钟,拍卖,无,广西壮族自治区梧州市中级人民法院,5,25,3435,11,"43,600",1000,1,1000,0,0,0,0,0,0,1000,1,1000,.\data\566487599918.csv,.\data\566487599918jump.csv
马自达轿车,https://sf.taobao.com/sf_item/566241368811.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,48600,2018/4/9 10:02,1,"48,600","9,500","48,600","1,000",1天,5分钟,拍卖,无,徐水县人民法院,1,76,6886,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566241368811.csv,.\data\566241368811jump.csv
车牌为浙A9SD59东风牌小型普通客车一辆,https://sf.taobao.com/sf_item/566340990504.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,61000,2018/4/9 10:02,1,"27,000","5,400","38,353",500,1天,5分钟,拍卖,无,建德市人民法院,5,62,3212,27,,21000,10,2100,21000,10,2100,0,0,0,0,0,0,.\data\566340990504.csv,.\data\566340990504jump.csv
浙C6570X速腾牌FV7166ATG国产小型轿车,https://sf.taobao.com/sf_item/566267794962.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,49100,2018/4/9 10:02,2,"26,100","5,000","37,192","1,000",1天,5分钟,拍卖,无,乐清市人民法院,11,270,8998,21,,3000,1,3000,3000,1,3000,0,0,0,0,0,0,.\data\566267794962.csv,.\data\566267794962jump.csv
车牌号为浙C3LD35长安牌小型汽车,https://sf.taobao.com/sf_item/566322425600.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,25500,2018/4/9 10:01,1,"17,500","3,500","25,000",500,1天,5分钟,拍卖,无,温州市龙湾区人民法院,4,102,3178,9,,4000,3,1333.333333,1500,2,750,2500,1,2500,0,0,0,.\data\566322425600.csv,.\data\566322425600jump.csv
车牌为浙A653HW瑞麒牌小型轿车一辆,https://sf.taobao.com/sf_item/566342374639.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,37500,2018/4/9 10:01,6,"25,000","5,000","9,754",500,1天,5分钟,拍卖,无,建德市人民法院,9,18,2244,12,,7000,2,3500,0,0,0,6500,1,6500,500,1,500,.\data\566342374639.csv,.\data\566342374639jump.csv
闽GU3397号奥迪WAUAGD4L型小轿车,https://sf.taobao.com/sf_item/565653875793.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,422920,2018/4/9 10:00,0,"311,920","30,000","445,600","3,000",1天,5分钟,拍卖,无,宁化县人民法院,7,240,11455,20,,54000,3,18000,51000,2,25500,3000,1,3000,0,0,0,.\data\565653875793.csv,.\data\565653875793jump.csv
型号为途锐WVGAE67L560小型越野客车1辆,https://sf.taobao.com/sf_item/565863576959.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,192100,2018/4/9 10:00,0,"59,100","6,000","84,420","1,000",1天,5分钟,拍卖,无,江苏省常州市中级人民法院,23,880,33384,32,,102000,16,6375,102000,16,6375,0,0,0,0,0,0,.\data\565863576959.csv,.\data\565863576959jump.csv
浙C9EZ73东风牌LZ6430BQCE国产小型普通客车,https://sf.taobao.com/sf_item/566269514168.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,17000,2018/4/9 10:00,0,"13,000","2,500","17,915","1,000",1天,5分钟,拍卖,无,乐清市人民法院,7,88,4656,4,,1000,1,1000,0,0,0,1000,1,1000,0,0,0,.\data\566269514168.csv,.\data\566269514168jump.csv
湘EB5881号长春一汽华凯牌,https://sf.taobao.com/sf_item/566286054663.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,8120,2018/4/9 10:00,0,"3,500",700,"5,000",70,1天,5分钟,拍卖,无,佛山市顺德区人民法院,11,50,3261,67,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566286054663.csv,.\data\566286054663jump.csv
宝马轿车,https://sf.taobao.com/sf_item/566371109079.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,107360,2018/4/9 10:00,0,"107,360","5,370","107,360","2,000",1天,5分钟,拍卖,无,徐水县人民法院,4,122,10556,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566371109079.csv,.\data\566371109079jump.csv
鲁Q779S3长城皮卡货车,https://sf.taobao.com/sf_item/566433767898.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,6500,2018/4/9 10:00,0,"6,500",500,"6,500",50,1天,5分钟,拍卖,无,费县人民法院,2,21,2791,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566433767898.csv,.\data\566433767898jump.csv
苏GJW722号牌车辆,https://sf.taobao.com/sf_item/566448510258.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,12582,2018/4/9 10:00,0,"12,582","2,000","12,582",200,1天,5分钟,拍卖,无,东海县人民法院,3,39,1972,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566448510258.csv,.\data\566448510258jump.csv
（破）（二拍）苏E968CR江淮汽车一辆,https://sf.taobao.com/sf_item/566648066898.htm,2018/4/8 10:00,2018/4/9 10:00,第二次拍卖,14528,2018/4/9 10:00,0,"14,528","1,000","22,700",200,1天,5分钟,拍卖,无,苏州绿洲环保无纺布有限公司管理人,2,68,5118,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566648066898.csv,.\data\566648066898jump.csv
（破）（二拍）苏E896CK江淮汽车一辆,https://sf.taobao.com/sf_item/566737055978.htm,2018/4/8 10:00,2018/4/9 10:00,第二次拍卖,16320,2018/4/9 10:00,0,"16,320","1,000","25,500",200,1天,5分钟,拍卖,无,苏州绿洲环保无纺布有限公司管理人,1,25,3155,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566737055978.csv,.\data\566737055978jump.csv
刘忠华名下吉利牌小型轿车,https://sf.taobao.com/sf_item/566793193986.htm,2018/4/8 10:00,2018/4/9 10:00,第一次拍卖,9152,2018/4/9 10:00,0,"9,152","1,000","14,300",500,1天,5分钟,拍卖,无,长春净月高新技术产业开发区人民法院,1,21,2296,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566793193986.csv,.\data\566793193986jump.csv
粤X68H23凯迪拉克牌小型轿车,https://sf.taobao.com/sf_item/566379895526.htm,2018/4/8 9:00,2018/4/9 9:00,第一次拍卖,217000,2018/4/9 9:21,21,"120,000","24,000","169,900","1,000",1天,5分钟,拍卖,无,佛山市顺德区人民法院,11,939,32903,42,,56000,10,5600,38000,8,4750,0,0,0,18000,2,9000,.\data\566379895526.csv,.\data\566379895526jump.csv
宝马X5,https://sf.taobao.com/sf_item/566380146661.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,531000,2018/4/8 11:00,22,"450,000","80,000","553,324","3,000",1天,5分钟,拍卖,无,库尔勒市人民法院,10,374,12495,28,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566380146661.csv,.\data\566380146661jump.csv
车牌为浙A2WE07小型越野客车一辆,https://sf.taobao.com/sf_item/566249401121.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,488612.2,2018/4/8 10:45,52,"272,612.20","30,000","389,446","1,000",1天,5分钟,拍卖,无,杭州市拱墅区人民法院,31,588,19791,123,,94000,19,4947.368421,0,0,0,69000,13,5307.692308,25000,6,4166.666667,.\data\566249401121.csv,.\data\566249401121jump.csv
闽A8X991小型汽车一部,https://sf.taobao.com/sf_item/565364047372.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,22215.2,2018/4/8 10:33,23,"15,615.20","2,000","19,519",200,1天,5分钟,拍卖,无,福清市人民法院,9,271,26397,27,,1400,3,466.6666667,0,0,0,200,1,200,1200,2,600,.\data\565364047372.csv,.\data\565364047372jump.csv
车牌为浙JM026H宝马牌小型轿车一辆,https://sf.taobao.com/sf_item/566132420110.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,232680,2018/4/8 10:28,29,"169,680","20,000","212,100","1,000",1天,5分钟,拍卖,无,杭州市拱墅区人民法院,14,507,20848,36,,28000,7,4000,19000,1,19000,1000,1,1000,8000,5,1600,.\data\566132420110.csv,.\data\566132420110jump.csv
皖H90603斯柯达明锐小型汽车,https://sf.taobao.com/sf_item/566159781409.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,41200,2018/4/8 10:27,17,"20,000","4,000","27,355",400,1天,5分钟,拍卖,无,安徽省安庆市中级人民法院,11,84,5569,29,,10000,1,10000,10000,1,10000,0,0,0,0,0,0,.\data\566159781409.csv,.\data\566159781409jump.csv
周训仙名下所有的车牌号为贵B89919宝马牌523LI小型轿车一辆,https://sf.taobao.com/sf_item/565444681236.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,226200,2018/4/8 10:25,17,"209,200","20,000","209,200","1,000",1天,5分钟,拍卖,无,六盘水市钟山区人民法院,2,72,8646,18,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565444681236.csv,.\data\565444681236jump.csv
东莞市石排镇田寮停车场内粤SE2A88雪铁龙牌汽车,https://sf.taobao.com/sf_item/566191876820.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,9840,2018/4/8 10:23,12,"6,640",664,"8,300",200,1天,5分钟,拍卖,无,东莞市第一人民法院,10,123,7928,17,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566191876820.csv,.\data\566191876820jump.csv
东风日产牌天籁川EG3933号轿车（发动机号：373479T）,https://sf.taobao.com/sf_item/566166141637.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,89000,2018/4/8 10:23,24,"76,000","10,000","76,000",200,1天,5分钟,拍卖,无,叙永县人民法院,8,161,11864,37,,5800,2,2900,0,0,0,0,0,0,5800,2,2900,.\data\566166141637.csv,.\data\566166141637jump.csv
北京现代牌津GNW669小型轿车,https://sf.taobao.com/sf_item/566483131189.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,31126,2018/4/8 10:20,13,"7,126","1,425","10,180","1,000",1天,5分钟,拍卖,无,天津市东丽区人民法院,14,85,4614,24,,1000,1,1000,0,0,0,0,0,0,1000,1,1000,.\data\566483131189.csv,.\data\566483131189jump.csv
车牌号为鲁A006Y6奔驰车辆,https://sf.taobao.com/sf_item/566204400858.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,332000,2018/4/8 10:18,20,"252,000","20,000","280,000","2,000",1天,5分钟,拍卖,无,济南市历下区人民法院,10,97,6707,38,,6000,1,6000,0,0,0,6000,1,6000,0,0,0,.\data\566204400858.csv,.\data\566204400858jump.csv
车牌号为鲁AW0776大众途锐车辆,https://sf.taobao.com/sf_item/566206412818.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,339000,2018/4/8 10:13,16,"243,000","20,000","270,000","2,000",1天,5分钟,拍卖,无,济南市历下区人民法院,11,143,6477,45,,8000,2,4000,0,0,0,8000,2,4000,0,0,0,.\data\566206412818.csv,.\data\566206412818jump.csv
大众途安小型普通客车一辆,https://sf.taobao.com/sf_item/566473263666.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,79050,2018/4/8 10:11,7,"60,550","10,000","86,500",500,1天,5分钟,拍卖,无,江门市新会区人民法院,7,321,11454,23,,7500,4,1875,7500,4,1875,0,0,0,0,0,0,.\data\566473263666.csv,.\data\566473263666jump.csv
川BH8086宝来牌小型轿车,https://sf.taobao.com/sf_item/566274674373.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,30400,2018/4/8 10:10,14,"23,600","3,000","23,600",400,1天,5分钟,拍卖,无,绵阳市涪城区人民法院,5,119,10387,18,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566274674373.csv,.\data\566274674373jump.csv
车牌号为鲁AG350T雷克萨斯车辆,https://sf.taobao.com/sf_item/566400746485.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,146300,2018/4/8 10:09,21,"114,300","12,000","127,000","1,000",1天,5分钟,拍卖,无,济南市历下区人民法院,8,177,9315,33,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566400746485.csv,.\data\566400746485jump.csv
（破）苏EY7K85江铃全顺牌小型普通客车一辆,https://sf.taobao.com/sf_item/566803990502.htm,2018/4/7 10:00,2018/4/8 10:00,第二次拍卖,61915.2,2018/4/8 10:09,26,"52,915.20","10,000","82,680",300,1天,5分钟,拍卖,无,江苏红叶视听器材股份有限公司管理人,9,133,6174,31,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566803990502.csv,.\data\566803990502jump.csv
车牌号码为鲁JC4899奥迪A6轿车,https://sf.taobao.com/sf_item/565376304802.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,31800,2018/4/8 10:08,8,"15,000","3,000","19,000",300,1天,5分钟,拍卖,无,泰安市泰山区人民法院,10,235,17537,49,,2400,3,800,0,0,0,0,0,0,2400,3,800,.\data\565376304802.csv,.\data\565376304802jump.csv
闽D3327S号车辆,https://sf.taobao.com/sf_item/566486731967.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,268900,2018/4/8 10:07,3,"243,900","40,000","271,000","5,000",1天,5分钟,拍卖,无,厦门市湖里区人民法院,4,209,14569,6,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566486731967.csv,.\data\566486731967jump.csv
车牌号为鲁AQJ899宝马车辆,https://sf.taobao.com/sf_item/566204176255.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,184510,2018/4/8 10:04,2,"165,510","20,000","183,900","1,000",1天,5分钟,拍卖,无,济南市历下区人民法院,5,167,9456,20,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566204176255.csv,.\data\566204176255jump.csv
车牌号为闽B9935E的比亚迪牌小型汽车一辆（不含车牌）,https://sf.taobao.com/sf_item/565994769934.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,31000,2018/4/8 10:04,2,"23,000","4,000","28,500",400,1天,5分钟,拍卖,无,莆田市秀屿区人民法院,2,116,8474,13,,3200,3,1066.666667,3200,3,1066.666667,0,0,0,0,0,0,.\data\565994769934.csv,.\data\565994769934jump.csv
车牌号为浙C5FX10的小型越野客车一辆,https://sf.taobao.com/sf_item/566132356421.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,85676,2018/4/8 10:00,0,"41,676","5,000","52,095","1,000",1天,5分钟,拍卖,无,杭州市拱墅区人民法院,17,474,25713,18,,27000,5,5400,15000,3,5000,12000,2,6000,0,0,0,.\data\566132356421.csv,.\data\566132356421jump.csv
起亚牌闽J32059号小型普通客车,https://sf.taobao.com/sf_item/566430030464.htm,2018/4/7 10:00,2018/4/8 10:00,第一次拍卖,53000,2018/4/8 10:00,0,"45,000","5,000","52,200","1,000",1天,5分钟,拍卖,无,周宁县人民法院,4,117,6967,9,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\566430030464.csv,.\data\566430030464jump.csv
闽HB3355号本田锋范小型轿车,https://sf.taobao.com/sf_item/566419783872.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,37300,2018/4/7 12:14,78,"7,000","1,000","7,000",100,1天,5分钟,拍卖,无,浦城县人民法院,40,346,11182,175,,12900,20,645,8300,9,922.2222222,1500,3,500,3100,8,387.5,.\data\566419783872.csv,.\data\566419783872jump.csv
粤CNP129江铃牌小型普通客车,https://sf.taobao.com/sf_item/566300206644.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,74000,2018/4/7 10:43,27,"44,000","4,000","55,000",500,1天,5分钟,拍卖,无,广东省珠海市中级人民法院,15,193,6643,50,,5500,2,2750,5500,2,2750,0,0,0,0,0,0,.\data\566300206644.csv,.\data\566300206644jump.csv
车牌号为豫KSN376的长安牌小型轿车,https://sf.taobao.com/sf_item/566158000215.htm,2018/4/6 10:00,2018/4/7 10:00,第一次拍卖,86800,2018/4/7 10:36,29,"46,400","4,000","58,000",400,1天,5分钟,拍卖,无,许昌市魏都区人民法院,30,271,8669,65,,14800,13,1138.461538,12800,8,1600,0,0,0,2000,5,400,.\data\566158000215.csv,.\data\566158000215jump.csv
